title,summary,authors,published,link
Giant semiclassical magnetoresistance in high mobility TaAs2 semimetal,"We report the observation of colossal positive magnetoresistance (MR) in
single crystalline, high mobility TaAs2 semimetal. The excellent fit of MR by a
single quadratic function of the magnetic field B over a wide temperature range
(T = 2-300 K) suggests the semiclassical nature of the MR. The measurements of
Hall effect and Shubnikov-de Haas oscillations, as well as band structure
calculations suggest that the giant MR originates from the nearly perfectly
compensated electrons and holes in TaAs2. The quadratic MR can even exceed
1,200,000% at B = 9 T and T = 2 K, which is one of the largest values among
those of all known semi-metallic compounds including the very recently
discovered WTe2 and NbSb2. The giant positive magnetoresistance in TaAs2, which
not only has a fundamentally different origin from the negative colossal MR
observed in magnetic systems, but also provides a nice complemental system that
will be beneficial for applications in magnetoelectronic devices","['Desheng Wu', 'Jian Liao', 'Wei Yi', 'Xia Wang', 'Peigang Li', 'Hongming Weng', 'Youguo Shi', 'Yongqing Li', 'Jianlin Luo', 'Xi Dai', 'Zhong Fang']",2016-01-19T15:17:18Z,http://arxiv.org/abs/1601.04948v1
Large Magnetoresistance in Compensated Semimetals TaAs$_2$ and NbAs$_2$,"We report large magnetoresistance (MR) at low temperatures in
single-crystalline nonmagnetic compounds TaAs$_2$ and NbAs$_2$. Both compounds
exhibit parabolic-field-dependent MR larger than $5\times10^3$ in a magnetic
field of 9 Tesla at 2 K. The MR starts to deviate from parabolic dependence
above 10 T and intends to be saturated in 45 T for TaAs$_2$ at 4.2 K. The Hall
resistance measurements and band structural calculations reveal their
compensated semimetal characteristics. The large MR at low temperatures is
ascribed to a resonance effect of the balanced electrons and holes with large
mobilities. We also discuss the relation of the MR and samples' quality for
TaAs$_2$ and other semimetals. We found that the magnitudes of MR are strongly
dependent on the samples' quality for different compounds.","['Zhujun Yuan', 'Hong Lu', 'Yongjie Liu', 'Junfeng Wang', 'Shuang Jia']",2016-01-25T05:54:18Z,http://arxiv.org/abs/1601.06482v1
Improved energy production of multi-rotor wind farms,"The multi-rotor (MR) wind turbine concept can be used to upscale wind
turbines without increasing the rotor diameter, which can be beneficial for
transport, manufacture and design of wind turbines blades. The rotor
interaction of a MR wind turbine leads to a faster wake recovery compared to an
equivalent single-rotor (SR) wind turbine wake. In this article, the benefit of
the faster wake recovery of MR wind turbines is quantified using
Reynolds-averaged Navier-Stokes simulations of a 4x4 rectangular MR wind farm,
for three different inter wind turbine spacings. The simulations predict an
increase of 0.3-1.7% in annual energy production for the MR wind farm with
respect to an equivalent SR wind farm, where the highest gain is obtained for
the tightest inter wind turbine spacing. The gain in AEP is mainly caused by
the aligned wind directions for the first downstream wind turbine in a wind
turbine row of the MR wind farm, which is verified by an additional large-eddy
simulation.","['M. Paul van der Laan', 'Mahdi Abkar']",2019-07-16T14:00:47Z,http://arxiv.org/abs/1907.07012v1
Magnetization and magneto-transport measurements on CeBi single crystals,"We report the synthesis of CeBi single crystals out of Bi self flux and a
systematic study of the magnetic and transport properties with varying
temperature and applied magnetic fields. From these $R(T,H)$ and $M(T,H)$ data
we could assemble the field-temperature ($H-T$) phase diagram for CeBi and
visualize the three dimensional $M-T-H$ surface. In the phase diagram, we
identify regions with well defined magnetization values, and identify a new
phase region. The magnetoresistance (MR) in the low temperature regime shows,
above $6~$T a power-law, non-saturated behavior with large MR ($\sim
3\times10^5 \%$ at $2~$K and $13.95~$T), along with Shubnikov-de Haas
oscillations. With increasing temperatures, MR decreases, and then becomes
negative for $T\gtrsim 10~$K. This crossover in MR seems to be unrelated to any
specific magnetic or metamagnetic transitions, but rather is associated with
changing from a low-temperature normal metal regime with little or no
scattering from the Ce$^{3+}$ moments and an anomalously large MR, to an
increased scattering from local Ce moments and a negative MR as temperature
increases.","['Brinda Kuthanazhi', 'Na Hyun Jo', 'Li Xiang', ""Sergey L. Bud'ko"", 'Paul C. Canfield']",2019-12-18T21:23:17Z,http://arxiv.org/abs/1912.08896v2
Why Condorcet Consistency is Essential,"In a single winner election with several candidates and ranked choice or
rating scale ballots, a Condorcet winner is one who wins all their two way
races by majority rule or MR. A voting system has Condorcet consistency or CC
if it names any Condorcet winner the winner. Many voting systems lack CC, but a
three step line of reasoning is used here to show why it is necessary. In step
1 we show that we can dismiss all the electoral criteria which conflict with
CC. In step 2 we point out that CC follows almost automatically if we can agree
that MR is the only acceptable system for elections with two candidates. In
step 3 we make that argument for MR. This argument itself has three parts.
First, in races with two candidates, the only well known alternatives to MR can
sometimes name as winner a candidate who is preferred over their opponent by
only one voter, with all others preferring the opponent. That is unacceptable.
Second, those same systems are also extremely susceptible to strategic
insincere voting. Third, in simulation studies using spatial models with two
candidates, the best known alternative to MR picks the best or most centrist
candidate significantly less often than MR does.",['Richard B. Darlington'],2017-06-06T16:18:00Z,http://arxiv.org/abs/1706.01841v1
Accelerating MR Imaging via Deep Chambolle-Pock Network,"Compressed sensing (CS) has been introduced to accelerate data acquisition in
MR Imaging. However, CS-MRI methods suffer from detail loss with large
acceleration and complicated parameter selection. To address the limitations of
existing CS-MRI methods, a model-driven MR reconstruction is proposed that
trains a deep network, named CP-net, which is derived from the Chambolle-Pock
algorithm to reconstruct the in vivo MR images of human brains from highly
undersampled complex k-space data acquired on different types of MR scanners.
The proposed deep network can learn the proximal operator and parameters among
the Chambolle-Pock algorithm. All of the experiments show that the proposed
CP-net achieves more accurate MR reconstruction results, outperforming
state-of-the-art methods across various quantitative metrics.","['Haifeng Wang', 'Jing Cheng', 'Sen Jia', 'Zhilang Qiu', 'Caiyun Shi', 'Lixian Zou', 'Shi Su', 'Yuchou Chang', 'Yanjie Zhu', 'Leslie Ying', 'Dong Liang']",2019-05-23T08:12:18Z,http://arxiv.org/abs/1905.09525v1
"Second-Order Multi-Reference Algebraic Diagrammatic Construction Theory
  for Photoelectron Spectra of Strongly Correlated Systems","We present a second-order formulation of multi-reference algebraic
diagrammatic construction theory [Sokolov, A. Yu. J. Chem. Phys. 2018, 149,
204113] for simulating photoelectron spectra of strongly correlated systems
(MR-ADC(2)). The MR-ADC(2) method uses second-order multi-reference
perturbation theory (MRPT2) to efficiently obtain ionization energies and
intensities for many photoelectron transitions in a single computation. In
contrast to conventional MRPT2 methods, MR-ADC(2) provides information about
ionization of electrons in all orbitals (i.e., core and active) and allows to
compute transition intensities in straightforward and efficient way. Although
equations of MR-ADC(2) depend on four-particle reduced density matrices, we
demonstrate that computation of these large matrices can be completely avoided
without introducing any approximations. The resulting MR-ADC(2) implementation
has a lower computational scaling compared to conventional MRPT2 methods. We
present results of MR-ADC(2) for photoelectron spectra of small molecules,
carbon dimer, and equally-spaced hydrogen chains (H10 and H30) and outline
directions for future developments.","['Koushik Chatterjee', 'Alexander Yu. Sokolov']",2019-05-30T20:52:48Z,http://arxiv.org/abs/1905.13301v4
Normalizing Compositional Structures Across Graphbanks,"The emergence of a variety of graph-based meaning representations (MRs) has
sparked an important conversation about how to adequately represent semantic
structure. These MRs exhibit structural differences that reflect different
theoretical and design considerations, presenting challenges to uniform
linguistic analysis and cross-framework semantic parsing. Here, we ask the
question of which design differences between MRs are meaningful and
semantically-rooted, and which are superficial. We present a methodology for
normalizing discrepancies between MRs at the compositional level (Lindemann et
al., 2019), finding that we can normalize the majority of divergent phenomena
using linguistically-grounded rules. Our work significantly increases the match
in compositional structure between MRs and improves multi-task learning (MTL)
in a low-resource setting, demonstrating the usefulness of careful MR design
analysis and comparison.","['Lucia Donatelli', 'Jonas Groschwitz', 'Alexander Koller', 'Matthias Lindemann', 'Pia Weißenhorn']",2020-04-29T14:35:50Z,http://arxiv.org/abs/2004.14236v2
A Dataset and Baselines for Multilingual Reply Suggestion,"Reply suggestion models help users process emails and chats faster. Previous
work only studies English reply suggestion. Instead, we present MRS, a
multilingual reply suggestion dataset with ten languages. MRS can be used to
compare two families of models: 1) retrieval models that select the reply from
a fixed set and 2) generation models that produce the reply from scratch.
Therefore, MRS complements existing cross-lingual generalization benchmarks
that focus on classification and sequence labeling tasks. We build a generation
model and a retrieval model as baselines for MRS. The two models have different
strengths in the monolingual setting, and they require different strategies to
generalize across languages. MRS is publicly available at
https://github.com/zhangmozhi/mrs.","['Mozhi Zhang', 'Wei Wang', 'Budhaditya Deb', 'Guoqing Zheng', 'Milad Shokouhi', 'Ahmed Hassan Awadallah']",2021-06-03T17:36:32Z,http://arxiv.org/abs/2106.02017v1
"A Bound on the Minimal Field Size of LRCs, and Cyclic MR Codes That
  Attain It","We prove a new lower bound on the field size of locally repairable codes
(LRCs). Additionally, we construct maximally recoverable (MR) codes which are
cyclic. While a known construction for MR codes has the same parameters, it
produces non-cyclic codes. Furthermore, we prove both necessary conditions and
sufficient conditions that specify when the known non-cyclic MR codes may be
permuted to become cyclic, thus proving our construction produces cyclic MR
codes with new parameters. Furthermore, using our new bound on the field size,
we show that the new cyclic MR codes have optimal field size in certain cases.
Other known LRCs are also shown to have optimal field size in certain cases.","['Han Cai', 'Moshe Schwartz']",2022-01-02T12:07:23Z,http://arxiv.org/abs/2201.00344v2
"Resource Allocation and Computation Offloading in a Millimeter-Wave
  Train-Ground Network","In this paper, we consider an mmWave-based trainground communication system
in the high-speed railway (HSR) scenario, where the computation tasks of users
can be partially offloaded to the rail-side base station (BS) or the mobile
relays (MRs) deployed on the roof of the train. The MRs operate in the
full-duplex (FD) mode to achieve high spectrum utilization. We formulate the
problem of minimizing the average task execution latency of all users, under
local device and MRs energy consumption constraints. We propose a joint
resource allocation and computation offloading scheme (JRACO) to solve the
problem. It consists of a resource allocation and computation offloading (RACO)
algorithm and an MR Energy constraint algorithm. RACO utilizes the matching
game theory to iterate between two subproblems, i.e., data segmentation and
user association and sub-channel allocation. With the RACO results, the MR
energy constraint algorithm ensures that the MR energy consumption constraint
is satisfied. Extensive simulations validate that JRACO can effectively reduce
the average latency and increase the number of served users compared with three
baseline schemes.","['Linqian Li', 'Yong Niu', 'Shiwen Mao', 'Bo Ai', 'Zhangdui Zhong', 'Ning Wang', 'Yali Chen']",2022-06-21T07:10:08Z,http://arxiv.org/abs/2206.10148v1
"Learning-based and unrolled motion-compensated reconstruction for
  cardiac MR CINE imaging","Motion-compensated MR reconstruction (MCMR) is a powerful concept with
considerable potential, consisting of two coupled sub-problems: Motion
estimation, assuming a known image, and image reconstruction, assuming known
motion. In this work, we propose a learning-based self-supervised framework for
MCMR, to efficiently deal with non-rigid motion corruption in cardiac MR
imaging. Contrary to conventional MCMR methods in which the motion is estimated
prior to reconstruction and remains unchanged during the iterative optimization
process, we introduce a dynamic motion estimation process and embed it into the
unrolled optimization. We establish a cardiac motion estimation network that
leverages temporal information via a group-wise registration approach, and
carry out a joint optimization between the motion estimation and
reconstruction. Experiments on 40 acquired 2D cardiac MR CINE datasets
demonstrate that the proposed unrolled MCMR framework can reconstruct high
quality MR images at high acceleration rates where other state-of-the-art
methods fail. We also show that the joint optimization mechanism is mutually
beneficial for both sub-tasks, i.e., motion estimation and image
reconstruction, especially when the MR image is highly undersampled.","['Jiazhen Pan', 'Daniel Rueckert', 'Thomas Küstner', 'Kerstin Hammernik']",2022-09-08T09:34:12Z,http://arxiv.org/abs/2209.03671v1
"A latent space for unsupervised MR image quality control via artifact
  assessment","Image quality control (IQC) can be used in automated magnetic resonance (MR)
image analysis to exclude erroneous results caused by poorly acquired or
artifact-laden images. Existing IQC methods for MR imaging generally require
human effort to craft meaningful features or label large datasets for
supervised training. The involvement of human labor can be burdensome and
biased, as labeling MR images based on their quality is a subjective task. In
this paper, we propose an automatic IQC method that evaluates the extent of
artifacts in MR images without supervision. In particular, we design an
artifact encoding network that learns representations of artifacts based on
contrastive learning. We then use a normalizing flow to estimate the density of
learned representations for unsupervised classification. Our experiments on
large-scale multi-cohort MR datasets show that the proposed method accurately
detects images with high levels of artifacts, which can inform downstream
analysis tasks about potentially flawed data.","['Lianrui Zuo', 'Yuan Xue', 'Blake E. Dewey', 'Yihao Liu', 'Jerry L. Prince', 'Aaron Carass']",2023-02-01T15:55:34Z,http://arxiv.org/abs/2302.00528v1
"Magnetoresistance signature of two-dimensional electronic states in
  Co$_3$Sn$_2$S$_2$","Two-dimensional (2D) Dirac bands and flat bands are characteristics of a
kagome lattice. However, experimental studies on their electrical transport are
few, because three-dimensional (3D) bulk bands of kagome materials, consisting
of stacked 2D kagome layers, dominate the transport. We report a
magnetoresistance (MR) study of a kagome material, Co$_3$Sn$_2$S$_2$. Based on
analysis of the temperature, magnetic field, and field angle dependence of the
resistivity, we obtain a complete anatomy of MR. Besides a magnon MR, a
chirality-dependent MR, and a chiral-anomaly-induced MR, the most intriguing
feature is an orbital MR that scales only with the out-of-plane field, which
strongly indicates its 2D nature. We attribute it to the Dirac band of the
kagome lattice.","['Jiaji Zhao', 'Bingyan Jiang', 'Shen Zhang', 'Lujunyu Wang', 'Enke Liu', 'Zhilin Li', 'Xiaosong Wu']",2023-02-18T04:15:45Z,http://arxiv.org/abs/2302.09229v1
"Reduced steroid activation of elephant shark glucocorticoid and
  mineralocorticoid receptors after inserting four amino acids from the
  DNA-binding domain of lamprey corticoid receptor-1","Atlantic sea lamprey contains two corticoid receptors (CRs), CR1 and CR2,
that are identical except for a four amino acid insert (Thr-Arg-Gln-Gly) in the
CR1 DNA-binding domain (DBD). Steroids are stronger transcriptional activators
of CR2 than of CR1 suggesting that the insert reduces the transcriptional
response of lamprey CR1 to steroids. The DBD in elephant shark
mineralocorticoid receptor (MR) and glucocorticoid receptor (GR), which are
descended from a CR, lack these four amino acids, suggesting that a CR2 is
their common ancestor. To determine if, similar to lamprey CR1, the presence of
this insert in elephant shark MR and GR decreases transcriptional activation by
corticosteroids, we inserted these four CR1-specific residues into the DBD of
elephant shark MR and GR. Compared to steroid activation of wild-type elephant
shark MR and GR, cortisol, corticosterone, aldosterone, 11-deoxycorticosterone
and 11-deoxycortisol had lower transcriptional activation of these mutant MR
and GR receptors, indicating that the absence of this four-residue segment in
the DBD in wild-type elephant shark MR and GR increases transcriptional
activation by corticosteroids.","['Yoshinao Katsu', 'Jiawen Zhang', 'Michael E. Baker']",2023-02-25T21:11:53Z,http://arxiv.org/abs/2302.13162v1
"Josephson coupling driven magnetoresistance in superconducting NiBi3
  nanowires","We present results of magnetoresistance (MR) measurements in granular NiBi3
nanowires in the resistive state below the superconducting transition
temperature. MR of 100 nm wide nanowires fabricated by focused Ion beam
lithography from granular films of NiBi3 with and without magnetic Ni impurity
were compared. The nanowire containing high concentration of Ni impurity showed
oscillations in MR and also exhibited a negative MR in certain temperature and
field range. None of these effects were observed in the nanowire with no Ni
impurities. Therefore, we argue that this effect is a result of the random
Josephson couplings realized across superconducting NiBi3 grains via magnetic
inter grain regions. Such random couplings can cause local fluctuations in the
density and sign of supercurrent, which can lead to negative MR and
oscillations in MR, as proposed by Kivelson & Spivak [Kivelson et al. Phy. Rev.
B. 45, 10490 (1992)].","['Laxmipriya Nanda', 'Bidyadhar Das', 'Subhashree Sahoo', 'Pratap K Sahoo', 'Kartik Senapati']",2023-05-01T17:45:44Z,http://arxiv.org/abs/2305.00958v1
"An adaptive multiresolution flux reconstruction method with local time
  stepping and artificial viscosity for compressible flows simulations","In this paper, we introduce a novel approach that combines multiresolution
(MR) techniques with the flux reconstruction (FR) method to accurately and
effciently simulate compressible flows. We achieve further enhancements in
effciency through the incorporation of local time stepping, and we add
artificial viscosity to capture shocks. With the developed MR-FR algorithm, the
layer difference of two adjacent elements can exceed 1, and simulation errors
can be adjusted by manipulating a single scalar. To ensure conservation,
information communication between nodes at different layers is accomplished
using L2 projection. Additionally, we propose an innovative indicator based on
MR analysis to detect discontinuities, enabling us to take full advantage of
the details generated by MR. By indicating smoothness and adding artificial
viscosity only to the finest meshes, computational costs can be reduced and
errors resulting from artificial diffusion can be locally limited. Numerical
tests demonstrate that the adoption of MR preserve the convergence order of the
FR method, and the newly proposed indicator performs well in detecting
discontinuities. Overall, the MR-FR algorithm can accurately simulate
compressible flows with strong shocks and physical dissipation using
significantly fewer grids, making it a promising approach for further
applications.","['Yixuan Lian', 'Jinsheng Cai', 'Shucheng Pan']",2023-06-20T09:03:50Z,http://arxiv.org/abs/2306.11396v1
Can we predict the Most Replayed data of video streaming platforms?,"Predicting which specific parts of a video users will replay is important for
several applications, including targeted advertisement placement on video
platforms and assisting video creators. In this work, we explore whether it is
possible to predict the Most Replayed (MR) data from YouTube videos. To this
end, we curate a large video benchmark, the YTMR500 dataset, which comprises
500 YouTube videos with MR data annotations. We evaluate Deep Learning (DL)
models of varying complexity on our dataset and perform an extensive ablation
study. In addition, we conduct a user study to estimate the human performance
on MR data prediction. Our results show that, although by a narrow margin, all
the evaluated DL models outperform random predictions. Additionally, they
exceed human-level accuracy. This suggests that predicting the MR data is a
difficult task that can be enhanced through the assistance of DL. Finally, we
believe that DL performance on MR data prediction can be further improved, for
example, by using multi-modal learning. We encourage the research community to
use our benchmark dataset to further investigate automatic MR data prediction.","['Alessandro Duico', 'Ombretta Strafforello', 'Jan van Gemert']",2023-09-12T10:08:33Z,http://arxiv.org/abs/2309.06102v1
"Machine Learning for Automated Mitral Regurgitation Detection from
  Cardiac Imaging","Mitral regurgitation (MR) is a heart valve disease with potentially fatal
consequences that can only be forestalled through timely diagnosis and
treatment. Traditional diagnosis methods are expensive, labor-intensive and
require clinical expertise, posing a barrier to screening for MR. To overcome
this impediment, we propose a new semi-supervised model for MR classification
called CUSSP. CUSSP operates on cardiac imaging slices of the 4-chamber view of
the heart. It uses standard computer vision techniques and contrastive models
to learn from large amounts of unlabeled data, in conjunction with specialized
classifiers to establish the first ever automated MR classification system.
Evaluated on a test set of 179 labeled -- 154 non-MR and 25 MR -- sequences,
CUSSP attains an F1 score of 0.69 and a ROC-AUC score of 0.88, setting the
first benchmark result for this new task.","['Ke Xiao', 'Erik Learned-Miller', 'Evangelos Kalogerakis', 'James Priest', 'Madalina Fiterau']",2023-10-07T16:48:24Z,http://arxiv.org/abs/2310.04871v1
"An efficient class of increasingly high-order ENO schemes with
  multi-resolution","We construct an efficient class of increasingly high-order (up to 17th-order)
essentially non-oscillatory schemes with multi-resolution (ENO-MR) for solving
hyperbolic conservation laws. The candidate stencils for constructing ENO-MR
schemes range from first-order one-point stencil increasingly up to the
designed very high-order stencil. The proposed ENO-MR schemes adopt a very
simple and efficient strategy that only requires the computation of the
highest-order derivatives of a part of candidate stencils. Besides simplicity
and high efficiency, ENO-MR schemes are completely parameter-free and
essentially scale-invariant. Theoretical analysis and numerical computations
show that ENO-MR schemes achieve designed high-order convergence in smooth
regions which may contain high-order critical points (local extrema) and retain
ENO property for strong shocks. In addition, ENO-MR schemes could capture
complex flow structures very well.",['Hua Shen'],2023-11-27T03:01:31Z,http://arxiv.org/abs/2311.15504v1
"A Random Effects Model-based Method of Moments Estimation of Causal
  Effect in Mendelian Randomization Studies","Recent advances in genotyping technology have delivered a wealth of genetic
data, which is rapidly advancing our understanding of the underlying genetic
architecture of complex diseases. Mendelian Randomization (MR) leverages such
genetic data to estimate the causal effect of an exposure factor on an outcome
from observational studies. In this paper, we utilize genetic correlations to
summarize information on a large set of genetic variants associated with the
exposure factor. Our proposed approach is a generalization of the MR-inverse
variance weighting (IVW) approach where we can accommodate many weak and
pleiotropic effects. Our approach quantifies the variation explained by all
valid instrumental variables (IVs) instead of estimating the individual effects
and thus could accommodate weak IVs. This is particularly useful for performing
MR estimation in small studies, or minority populations where the selection of
valid IVs is unreliable and thus has a large influence on the MR estimation.
Through simulation and real data analysis, we demonstrate that our approach
provides a robust alternative to the existing MR methods. We illustrate the
robustness of our proposed approach under the violation of MR assumptions and
compare the performance with several existing approaches.","['Wenhao Cao', 'Saonli Basu']",2023-12-18T04:35:30Z,http://arxiv.org/abs/2312.10926v1
"Knowledge-driven deep learning for fast MR imaging: undersampled MR
  image reconstruction from supervised to un-supervised learning","Deep learning (DL) has emerged as a leading approach in accelerating MR
imaging. It employs deep neural networks to extract knowledge from available
datasets and then applies the trained networks to reconstruct accurate images
from limited measurements. Unlike natural image restoration problems, MR
imaging involves physics-based imaging processes, unique data properties, and
diverse imaging tasks. This domain knowledge needs to be integrated with
data-driven approaches. Our review will introduce the significant challenges
faced by such knowledge-driven DL approaches in the context of fast MR imaging
along with several notable solutions, which include learning neural networks
and addressing different imaging application scenarios. The traits and trends
of these techniques have also been given which have shifted from supervised
learning to semi-supervised learning, and finally, to unsupervised learning
methods. In addition, MR vendors' choices of DL reconstruction have been
provided along with some discussions on open questions and future directions,
which are critical for the reliable imaging systems.","['Shanshan Wang', 'Ruoyou Wu', 'Sen Jia', 'Alou Diakite', 'Cheng Li', 'Qiegen Liu', 'Leslie Ying']",2024-02-05T03:37:05Z,http://arxiv.org/abs/2402.02704v1
UniMD: Towards Unifying Moment Retrieval and Temporal Action Detection,"Temporal Action Detection (TAD) focuses on detecting pre-defined actions,
while Moment Retrieval (MR) aims to identify the events described by open-ended
natural language within untrimmed videos. Despite that they focus on different
events, we observe they have a significant connection. For instance, most
descriptions in MR involve multiple actions from TAD. In this paper, we aim to
investigate the potential synergy between TAD and MR. Firstly, we propose a
unified architecture, termed Unified Moment Detection (UniMD), for both TAD and
MR. It transforms the inputs of the two tasks, namely actions for TAD or events
for MR, into a common embedding space, and utilizes two novel query-dependent
decoders to generate a uniform output of classification score and temporal
segments. Secondly, we explore the efficacy of two task fusion learning
approaches, pre-training and co-training, in order to enhance the mutual
benefits between TAD and MR. Extensive experiments demonstrate that the
proposed task fusion learning scheme enables the two tasks to help each other
and outperform the separately trained counterparts. Impressively, UniMD
achieves state-of-the-art results on three paired datasets Ego4D, Charades-STA,
and ActivityNet. Our code will be released at
https://github.com/yingsen1/UniMD.","['Yingsen Zeng', 'Yujie Zhong', 'Chengjian Feng', 'Lin Ma']",2024-04-07T12:14:42Z,http://arxiv.org/abs/2404.04933v1
"Diffusion Schrödinger Bridge Models for High-Quality MR-to-CT
  Synthesis for Head and Neck Proton Treatment Planning","In recent advancements in proton therapy, MR-based treatment planning is
gaining momentum to minimize additional radiation exposure compared to
traditional CT-based methods. This transition highlights the critical need for
accurate MR-to-CT image synthesis, which is essential for precise proton dose
calculations. Our research introduces the Diffusion Schr\""odinger Bridge Models
(DSBM), an innovative approach for high-quality MR-to-CT synthesis. DSBM learns
the nonlinear diffusion processes between MR and CT data distributions. This
method improves upon traditional diffusion models by initiating synthesis from
the prior distribution rather than the Gaussian distribution, enhancing both
generation quality and efficiency. We validated the effectiveness of DSBM on a
head and neck cancer dataset, demonstrating its superiority over traditional
image synthesis methods through both image-level and dosimetric-level
evaluations. The effectiveness of DSBM in MR-based proton treatment planning
highlights its potential as a valuable tool in various clinical scenarios.","['Muheng Li', 'Xia Li', 'Sairos Safai', 'Damien Weber', 'Antony Lomax', 'Ye Zhang']",2024-04-17T20:48:19Z,http://arxiv.org/abs/2404.11741v1
"Efficient Spin-Adapted Implementation of Multireference Algebraic
  Diagrammatic Construction Theory. I. Core-Ionized States and X-Ray
  Photoelectron Spectra","We present an efficient implementation of multireference algebraic
diagrammatic construction theory (MR-ADC) for simulating core-ionized states
and X-ray photoelectron spectra (XPS). Taking advantage of spin adaptation,
automatic code generation, and density fitting, our implementation can perform
calculations for molecules with more than 1500 molecular orbitals,
incorporating static and dynamic correlation in the ground and excited
electronic states. We demonstrate the capabilities of MR-ADC methods by
simulating the XPS spectra of substituted ferrocene complexes and azobenzene
isomers. For the ground electronic states of these molecules, the XPS spectra
computed using the extended second-order MR-ADC method (MR-ADC(2)-X) are in
excellent agreement with available experimental results. We further show that
MR-ADC can be used as a tool for interpreting or predicting the results of
time-resolved XPS measurements by simulating the core ionization spectra of
azobenzene along its photoisomerization, including the XPS signatures of
excited states and the minimum energy conical intersection. This work is the
first in a series of publications reporting the efficient implementations of
MR-ADC methods.","['Carlos E. V. de Moura', 'Alexander Yu. Sokolov']",2024-05-13T20:05:52Z,http://arxiv.org/abs/2405.08161v1
"Opening a new window on MR-based Electrical Properties Tomography with
  deep learning","Electrical properties (EPs) of tissues, conductivity and permittivity, are
modulated by the ionic and water content, which change in presence of
pathologies. Information on tissues EPs can be used e.g. as an endogenous
biomarker in oncology. MR-Electrical Properties Tomography (MR-EPT) aims to
reconstruct tissue EPs by solving an electromagnetic inverse problem relating
MR measurements of the transmit radiofrequency RF field to the EPs. However,
MR-EPT reconstructions highly suffer from noise in the RF field maps, which
limits the clinical applicability. Instead of employing electromagnetic models
posing strict requirements on the measured quantities, we propose a data driven
approach where the inverse transformation is learned by means of a neural
network. Supervised training of a conditional generative adversarial neural
network was performed using simulated realistic RF field maps and realistic
human head dielectric models. Deep learning EPT (DL-EPT) reconstructions are
presented for in-silica MR data and MR measurements at 3 Tesla on phantoms and
human brains. DL-EPT shows high quality EP maps, demonstrating good accuracy
and greatly improved precision compared to conventional MR-EPT. Moreover,
DL-EPT allows permittivity reconstructions at 3 Tesla, which is not possible
with state-of-art MR-EPT techniques. The supervised learning-based approach
leverages the strength of tailored electromagnetic simulations, allowing
inclusion of a priori information (e.g. coil setup) and circumvention of
inaccessible MR electromagnetic quantities. Since DL-EPT is highly
noise-robust, the requirements for MRI data acquisitions can be relaxed,
allowing faster acquisitions and higher resolutions. We believe that DL-EPT
greatly improves the quality and applicability of EPT opening a new window for
an endogenous biomarker in MRI diagnostics that reflects differences in ionic
tissue content.","['Stefano Mandija', 'Ettore F. Meliadò', 'Niek R. F. Huttinga', 'Peter R. Luijten', 'Cornelis A. T. van den Berg']",2018-03-30T18:10:20Z,http://arxiv.org/abs/1804.00016v2
"The impact of MR-guided attenuation correction (compared to CTbased AC)
  on the diagnosis of anosmia based on 99m-Tc EthylCysteinate-Dimer SPECT
  images","99m-Tc Ethyl-Cysteinate-Dimer SPECT and MR imaging play a significant role in
diagnosing anosmia. In this study, two-tissue class and three-tissue class
attenuation maps (2C-MR and 3CMR) obtained from MR images were compared with
CT-based attenuation correction (CTAC). Afterward, the presence of
hypo-perfusion in brain lobes was evaluated in SPECT images. The 2C-MRAC map
was generated through segmentation of T1-W MR images into air and soft-tissue,
while in the 3C-MRAC map, the cortical bone was also considered. For
investigating MRAC approaches, the difference between activity concentration
(ACC) values was estimated in 144 volumes of interest. Ten normal and fourteen
anosmic patients were compared by calculating the average normalized count and
standard uptake value ratio parameters in the brain lobes. The comparison
between attenuation correction strategies represented that MRAC images resulted
in underestimation of the ACC values which was more substantial in the cortical
area rather than in central regions (maximum 9% vs. 6% for 2C-MR and maximum
5.5% vs. 3.5% for 3C-MR). Nevertheless, there was a strong correlation between
the MRAC and CTAC methods with a correlation coefficient of 0.7 for both 2C-MR
and 3C-MR. The statistical analysis between normal and affected groups
indicated the hypoperfusion in the cortex of Lh_frontal, Rh and Lh_temporal
lobes with p-values < 0.05. Using MRAC resulted in underestimation of activity
concentration which was partly eliminated by considering the cortical bone in
the 3C-MR attenuation map. Hypo-perfusion was perceived in Frontal and Temporal
lobes in SPECT-MRAC images of the anosmic group.","['Faeze Gholamiankhah', 'Samaneh Mostafapour', 'Seid Kazem Razavi-Ratki', 'Ali Asghar Parach', 'Hossein Arabi']",2021-06-07T15:22:45Z,http://arxiv.org/abs/2106.03712v1
