title,summary,authors,published,link,category
"Forging the Industrial Metaverse -- Where Industry 5.0, Augmented and
  Mixed Reality, IIoT, Opportunistic Edge Computing and Digital Twins Meet","The Metaverse is a concept that proposes to immerse users into real-time
rendered 3D content virtual worlds delivered through Extended Reality (XR)
devices like Augmented and Mixed Reality (AR/MR) smart glasses and Virtual
Reality (VR) headsets. When the Metaverse concept is applied to industrial
environments, it is called Industrial Metaverse, a hybrid world where
industrial operators work by using some of the latest technologies. Currently,
such technologies are related to the ones fostered by Industry 4.0, which is
evolving towards Industry 5.0, a paradigm that enhances Industry 4.0 by
creating a sustainable and resilient world of industrial human-centric
applications. The Industrial Metaverse can benefit from Industry 5.0, since it
implies making use of dynamic and up-to-date content, as well as fast
human-to-machine interactions. To enable such enhancements, this article
proposes the concept of Meta-Operator: an Industry 5.0 worker that interacts
with Industrial Metaverse applications and with his/her surroundings through
advanced XR devices. This article provides a description of the technologies
that support Meta-Operators: the main components of the Industrial Metaverse,
the latest XR technologies and the use of Opportunistic Edge Computing
communications (to interact with surrounding IoT/IioT devices). Moreover, this
paper analyzes how to create the next generation of Industrial Metaverse
applications based on Industry 5.0, including the integration of AR/MR devices
with IoT/IIoT solutions, the development of advanced communications or the
creation of shared experiences. Finally, this article provides a list of
potential Industry 5.0 applications for the Industrial Metaverse and analyzes
the main challenges and research lines. Thus, this article provides useful
guidelines for the researchers that will create the next generation of
applications for the Industrial Metaverse.","['Tiago M. Fernández-Caramés', 'Paula Fraga-Lamas']",2024-03-17T19:14:28Z,http://arxiv.org/abs/2403.11312v1,"['cs.ET', 'cs.HC']"
"A Distributed Software Architecture for Collaborative Teleoperation
  based on a VR Platform and Web Application Interoperability","Augmented Reality and Virtual Reality can provide to a Human Operator (HO) a
real help to complete complex tasks, such as robot teleoperation and
cooperative teleassistance. Using appropriate augmentations, the HO can
interact faster, safer and easier with the remote real world. In this paper, we
present an extension of an existing distributed software and network
architecture for collaborative teleoperation based on networked human-scaled
mixed reality and mobile platform. The first teleoperation system was composed
by a VR application and a Web application. However the 2 systems cannot be used
together and it is impossible to control a distant robot simultaneously. Our
goal is to update the teleoperation system to permit a heterogeneous
collaborative teleoperation between the 2 platforms. An important feature of
this interface is based on different Mobile platforms to control one or many
robots.","['Christophe Domingues', 'Samir Otmane', 'Frédéric Davesne', 'Malik Mallem']",2009-04-14T11:21:47Z,http://arxiv.org/abs/0904.2096v1,"['cs.HC', 'cs.GR', 'cs.MM', 'cs.RO']"
Immersive Augmented Reality Training for Complex Manufacturing Scenarios,"In the complex manufacturing sector a considerable amount of resources are
focused on developing new skills and training workers. In that context,
increasing the effectiveness of those processes and reducing the investment
required is an outstanding issue. In this paper we present an experiment that
shows how modern Human Computer Interaction (HCI) metaphors such as
collaborative mixed-reality can be used to transmit procedural knowledge and
could eventually replace other forms of face-to-face training. We implement a
real-time Immersive Augmented Reality (IAR) setup with see-through cameras that
allows for collaborative interactions that can simulate conventional forms of
training. The obtained results indicate that people who took the IAR training
achieved the same performance than people in the conventional face-to-face
training condition. These results, their implications for future training and
the use of HCI paradigms in this context are discussed in this paper.","['Mar Gonzalez-Franco', 'Julio Cermeron', 'Katie Li', 'Rodrigo Pizarro', 'Jacob Thorn', 'Windo Hutabarat', 'Ashutosh Tiwari', 'Pablo Bermell-Garcia']",2016-02-05T07:50:25Z,http://arxiv.org/abs/1602.01944v2,['cs.HC']
"Automated capture and delivery of assistive task guidance with an
  eyewear computer: The GlaciAR system","In this paper we describe and evaluate a mixed reality system that aims to
augment users in task guidance applications by combining automated and
unsupervised information collection with minimally invasive video guides. The
result is a self-contained system that we call GlaciAR (Glass-enabled
Contextual Interactions for Augmented Reality), that operates by extracting
contextual interactions from observing users performing actions. GlaciAR is
able to i) automatically determine moments of relevance based on a head motion
attention model, ii) automatically produce video guidance information, iii)
trigger these video guides based on an object detection method, iv) learn
without supervision from observing multiple users and v) operate fully on-board
a current eyewear computer (Google Glass). We describe the components of
GlaciAR together with evaluations on how users are able to use the system to
achieve three tasks. We see this work as a first step toward the development of
systems that aim to scale up the notoriously difficult authoring problem in
guidance systems and where people's natural abilities are enhanced via
minimally invasive visual guidance.","['Teesid Leelasawassuk', 'Dima Damen', 'Walterio Mayol-Cuevas']",2016-12-29T01:10:54Z,http://arxiv.org/abs/1701.02586v1,['cs.HC']
BodyDigitizer: An Open Source Photogrammetry-based 3D Body Scanner,"With the rising popularity of Augmented and Virtual Reality, there is a need
for representing humans as virtual avatars in various application domains
ranging from remote telepresence, games to medical applications. Besides
explicitly modelling 3D avatars, sensing approaches that create person-specific
avatars are becoming popular. However, affordable solutions typically suffer
from a low visual quality and professional solution are often too expensive to
be deployed in nonprofit projects.
  We present an open-source project, BodyDigitizer, which aims at providing
both build instructions and configuration software for a high-resolution
photogrammetry-based 3D body scanner. Our system encompasses up to 96 Rasperry
PI cameras, active LED lighting, a sturdy frame construction and open-source
configuration software. %We demonstrate the applicability of the body scanner
in a nonprofit Mixed Reality health project. The detailed build instruction and
software are available at http://www.bodydigitizer.org.","['Travis Gesslein', 'Daniel Scherer', 'Jens Grubert']",2017-10-03T20:10:10Z,http://arxiv.org/abs/1710.01370v2,"['cs.CV', 'cs.HC']"
"Air Mounted Eyepiece: Design Methods for Aerial Optical Functions of
  Near-Eye and See-Through Display using Transmissive Mirror Device","We propose a novel method to implement an optical see-through head mounted
display which renders real aerial images with a wide viewing angle, called an
Air Mounted Eyepiece (AME). To achieve the AMD design, we employ an
off-the-shelf head mounted display and Transmissive Mirror Device (TMD) which
is usually used in aerial real imaging systems. In the proposed method, we
replicate the function of the head mounted display (HMD) itself, which is used
in the air by using the TMD and presenting a real image of eyepiece in front of
the eye. Moreover, it can realize a wide viewing angle 3D display by placing a
virtual lens in front of the eye without wearing an HMD. In addition to
enhancing the experience of mixed reality and augmented reality, our proposed
method can be used as a 3D imaging method for use in other applications such as
in automobiles and desktop work. We aim to contribute to the field of
human-computer interaction and the research on eyepiece interfaces by
discussing the advantages and the limitations of this near-eye optical system.","['Yoichi Ochiai', 'Kazuki Otao', 'Hiroyuki Osone']",2017-10-11T03:08:02Z,http://arxiv.org/abs/1710.03889v1,['cs.HC']
Beyond One Glance: Gated Recurrent Architecture for Hand Segmentation,"As mixed reality is gaining increased momentum, the development of effective
and efficient solutions to egocentric hand segmentation is becoming critical.
Traditional segmentation techniques typically follow a one-shot approach, where
the image is passed forward only once through a model that produces a
segmentation mask. This strategy, however, does not reflect the perception of
humans, who continuously refine their representation of the world. In this
paper, we therefore introduce a novel gated recurrent architecture. It goes
beyond both iteratively passing the predicted segmentation mask through the
network and adding a standard recurrent unit to it. Instead, it incorporates
multiple encoder-decoder layers of the segmentation network, so as to keep
track of its internal state in the refinement process. As evidenced by our
results on standard hand segmentation benchmarks and on our own dataset, our
approach outperforms these other, simpler recurrent segmentation techniques, as
well as the state-of-the-art hand segmentation one. Furthermore, we demonstrate
the generality of our approach by applying it to road segmentation, where it
also outperforms other baseline methods.","['Wei Wang', 'Kaicheng Yu', 'Joachim Hugonot', 'Pascal Fua', 'Mathieu Salzmann']",2018-11-27T11:16:41Z,http://arxiv.org/abs/1811.10914v3,"['cs.CV', 'cs.LG']"
Interoperable GPU Kernels as Latency Improver for MEC,"Mixed reality (MR) applications are expected to become common when 5G goes
mainstream. However, the latency requirements are challenging to meet due to
the resources required by video-based remoting of graphics, that is, decoding
video codecs. We propose an approach towards tackling this challenge: a
client-server implementation for transacting intermediate representation (IR)
between a mobile UE and a MEC server instead of video codecs and this way
avoiding video decoding. We demonstrate the ability to address latency
bottlenecks on edge computing workloads that transact graphics. We select
SPIR-V compatible GPU kernels as the intermediate representation. Our approach
requires know-how in GPU architecture and GPU domain-specific languages (DSLs),
but compared to video-based edge graphics, it decreases UE device delay by
sevenfold. Further, we find that due to low cold-start times on both UEs and
MEC servers, application migration can happen in milliseconds. We imply that
graphics-based location-aware applications, such as MR, can benefit from this
kind of approach.","['Juuso Haavisto', 'Jukka Riekki']",2020-01-25T19:07:58Z,http://arxiv.org/abs/2001.09352v1,"['cs.DC', 'cs.GR']"
"Blending Entropy: A Term for Addressing Information Density in Mediated
  Reality","The virtuality continuum describes the degrees of positive virtuality under
the umbrella term mixed reality. Besides adding virtual information within a
mixed environment, diminished reality aims at reducing real world information.
Mann defined the term mediated reality (MR), which also considered diminished
reality, but without the possibility to describe different degrees of fusion
between a mixed and a diminished reality. That is why this work defines the new
term blending entropy that captures the relations between a mixed and a
diminished reality. The blending entropy is based on the information density of
the mediated reality and the actual area the user has to comprehend, which is
named perceptual frustum. We describe the blending entropy's twodimensional
dependencies and detail important points in the blending entropy's space.","['Philipp Tiefenbacher', 'Gerhard Rigoll']",2016-09-13T06:29:47Z,http://arxiv.org/abs/1609.03695v2,['cs.HC']
"Towards high-throughput 3D insect capture for species discovery and
  diagnostics","Digitisation of natural history collections not only preserves precious
information about biological diversity, it also enables us to share, analyse,
annotate and compare specimens to gain new insights. High-resolution,
full-colour 3D capture of biological specimens yields color and geometry
information complementary to other techniques (e.g., 2D capture, electron
scanning and micro computed tomography). However 3D colour capture of small
specimens is slow for reasons including specimen handling, the narrow depth of
field of high magnification optics, and the large number of images required to
resolve complex shapes of specimens. In this paper, we outline techniques to
accelerate 3D image capture, including using a desktop robotic arm to automate
the insect handling process; using a calibrated pan-tilt rig to avoid attaching
calibration targets to specimens; using light field cameras to capture images
at an extended depth of field in one shot; and using 3D Web and mixed reality
tools to facilitate the annotation, distribution and visualisation of 3D
digital models.","['Chuong Nguyen', 'Matt Adcock', 'Stuart Anderson', 'David Lovell', 'Nicole Fisher', 'John La Salle']",2017-09-07T00:31:03Z,http://arxiv.org/abs/1709.02033v1,['cs.CV']
"CoAug-MR: An MR-based Interactive Office Workstation Design System via
  Augmented Multi-Person Collaboration","Digital prototyping and evaluation using 3D modeling and digital human models
are becoming more practical for customizing products to the preference of a
user. However, the 3D modeling is less accessible to casual users, and digital
human models suffer from insufficient body data and less intuitive illustration
on how people use the product or how it accommodates to their body. Recently,
VR-supported 'Do It Yourself' design has achieved real-time ergonomic
evaluation with users themselves by capturing their poses, however, it lacks
reliability and quality of design. In this paper, we explore a multi-person
interactive design approach that enables designers, users, and even ergonomists
to collaborate to achieve effective and reliable design and prototyping tasks.
Mixed Reality that utilizes Hololens and motion tracking devices had been
developed to provide instant design feedback and evaluation and to experience
prototyping in physical space. We evaluate the system based on the usability
study, where casual users and designers are engaged in the interactive process
of designing items with respect to the body information, the preference, and
the environment.","['Lin Wang', 'Kuk-Jin Yoon']",2019-07-06T10:19:04Z,http://arxiv.org/abs/1907.03107v3,"['cs.HC', 'cs.GR']"
CityScopeAR: Urban Design and Crowdsourced Engagement Platform,"Processes of urban planning, urban design and architecture are inherently
tangible, iterative and collaborative. Nevertheless, the majority of tools in
these fields offer virtual environments and single user experience. This paper
presents CityScopeAR: a computational-tangible mixed-reality platform designed
for collaborative urban design processes. It portrays the evolution of the tool
and presents an overview of the history and limitations of notable CAD and TUI
platforms. As well, it depicts the development of a distributed networking
system between TUIs and CityScopeAR, as a key in design collaboration. It
shares the potential advantage of broad and decentralized community-engagement
process using such tools. Finally, this paper demonstrates several real-world
tests and deployments of CityScopeAR and proposes a path to future integration
of AR/MR devices in urban design and public participation.","['Ariel Noyman', 'Yasushi Sakai', 'Kent Larson']",2019-07-19T17:30:26Z,http://arxiv.org/abs/1907.08586v1,"['cs.HC', 'H.5']"
An Agent-Based Intelligent HCI Information System in Mixed Reality,"This paper presents a design of agent-based intelligent HCI (iHCI) system
using collaborative information for MR to improve user experience and
information security based on context-aware computing. In order to implement
target awareness system, we propose the use of non-parameter stochastic
adaptive learning and a kernel learning strategy for improving the adaptivity
of the recognition. The proposed design involves the use of a context-aware
computing strategy to recognize patterns for simulating human awareness and
processing of stereo pattern analysis. It provides a flexible customization
method for scene creation and manipulation. It also enables several types of
awareness related to the interactive target, user-experience, system
performance, confidentiality, and agent identification by applying several
strategies, such as context pattern analysis, scalable learning, data-aware
confidential computing.","['Hamed Alqahtani', 'Charles Z. Liu', 'Manolya Kavakli-Thorne', 'Yuzhi Kang']",2019-11-07T02:46:55Z,http://arxiv.org/abs/1911.02726v1,['cs.HC']
Improving pixel differentiation in holographic images,"Computer generated holography (CGH) has seen a resurgence in recent years
due, in part, to the rise of virtual and mixed reality systems. The majority of
approaches for CGH are based on a sampled Discrete Fourier Transform (DFT) and
ignore the interstitial behaviour between sampling points in the replay field.
In this paper we demonstrate that neighbouring replay field pixels can
interfere significantly giving the visual impression of pixel movement and
increased noise. We also demonstrate that increasing the separation between
target pixels reduces the interference and improves pixel quality. This
phenomena is demonstrated experimentally with close agreement between model and
measured result.
  This work begins by introducing the concept of pixel differentiation before
showing simulated models of pixel differentiation issues. Two mitigation
approaches are introduced and an experimental system is then used to validate
the simulation. Finally results are discussed and conclusions drawn.","['Peter J. Christopher', 'Ralf Mouthaan', 'John P. Freeman', 'Timothy D. Wilkinson']",2019-12-23T14:38:56Z,http://arxiv.org/abs/1912.12196v1,"['physics.optics', 'eess.IV']"
"Tangible Holograms: Towards Mobile Physical Augmentation of Virtual
  Objects","The last two decades have seen the emergence and steady development of
tangible user interfaces. While most of these interfaces are applied for input
- with output still on traditional computer screens - the goal of programmable
matter and actuated shape-changing materials is to directly use the physical
objects for visual or tangible feedback. Advances in material sciences and
flexible display technologies are investigated to enable such reconfigurable
physical objects. While existing solutions aim for making physical objects more
controllable via the digital world, we propose an approach where holograms
(virtual objects) in a mixed reality environment are augmented with physical
variables such as shape, texture or temperature. As such, the support for
mobility forms an important contribution of the proposed solution since it
enables users to freely move within and across environments. Furthermore, our
augmented virtual objects can co-exist in a single environment with
programmable matter and other actuated shape-changing solutions. The future
potential of the proposed approach is illustrated in two usage scenarios and we
hope that the presentation of our work in progress on a novel way to realise
tangible holograms will foster some lively discussions in the CHI community.","['Beat Signer', 'Timothy J. Curtin']",2017-03-24T05:31:56Z,http://arxiv.org/abs/1703.08288v1,['cs.HC']
"Google Cardboard Dates Augmented Reality : Issues, Challenges and Future
  Opportunities","The Google's frugal Cardboard solution for immersive Virtual Reality
experiences has come a long way in the VR market. The Google Cardboard VR
applications will support us in the fields such as education, virtual tourism,
entertainment, gaming, design etc. Recently, Qualcomm's Vuforia SDK has
introduced support for developing mixed reality applications for Google
Cardboard which can combine Virtual and Augmented Reality to develop exciting
and immersive experiences. In this work, we present a comprehensive review of
Google Cardboard for AR and also highlight its technical and subjective
limitations by conducting a feasibility study through the inspection of a
Desktop computer use-case. Additionally, we recommend the future avenues for
the Google Cardboard in AR. This work also serves as a guide for Android/iOS
developers as there are no published scholarly articles or well documented
studies exclusively on Google Cardboard with both user and developer's
experience captured at one place.","['Ramakrishna Perla', 'Ramya Hebbalaguppe']",2017-06-05T06:26:25Z,http://arxiv.org/abs/1706.03851v1,['cs.HC']
"MixedPeds: Pedestrian Detection in Unannotated Videos using
  Synthetically Generated Human-agents for Training","We present a new method for training pedestrian detectors on an unannotated
set of images. We produce a mixed reality dataset that is composed of
real-world background images and synthetically generated static human-agents.
Our approach is general, robust, and makes no other assumptions about the
unannotated dataset regarding the number or location of pedestrians. We
automatically extract from the dataset: i) the vanishing point to calibrate the
virtual camera, and ii) the pedestrians' scales to generate a Spawn Probability
Map, which is a novel concept that guides our algorithm to place the
pedestrians at appropriate locations. After putting synthetic human-agents in
the unannotated images, we use these augmented images to train a Pedestrian
Detector, with the annotations generated along with the synthetic agents. We
conducted our experiments using Faster R-CNN by comparing the detection results
on the unannotated dataset performed by the detector trained using our approach
and detectors trained with other manually labeled datasets. We showed that our
approach improves the average precision by 5-13% over these detectors.","['Ernest C. Cheung', 'Tsan Kwong Wong', 'Aniket Bera', 'Dinesh Manocha']",2017-07-28T04:05:33Z,http://arxiv.org/abs/1707.09100v2,['cs.CV']
"Specifying, Monitoring, and Executing Workflows in Linked Data
  Environments","We present an ontology for representing workflows over components with
Read-Write Linked Data interfaces and give an operational semantics to the
ontology via a rule language. Workflow languages have been successfully applied
for modelling behaviour in enterprise information systems, in which the data is
often managed in a relational database. Linked Data interfaces have been widely
deployed on the web to support data integration in very diverse domains,
increasingly also in scenarios involving the Internet of Things, in which
application behaviour is often specified using imperative programming
languages. With our work we aim to combine workflow languages, which allow for
the high-level specification of application behaviour by non-expert users, with
Linked Data, which allows for decentralised data publication and integrated
data access. We show that our ontology is expressive enough to cover the basic
workflow patterns and demonstrate the applicability of our approach with a
prototype system that observes pilots carrying out tasks in a mixed-reality
aircraft cockpit. On a synthetic benchmark from the building automation domain,
the runtime scales linearly with the size of the number of Internet of Things
devices.","['Tobias Käfer', 'Andreas Harth']",2018-04-13T17:22:17Z,http://arxiv.org/abs/1804.05044v4,"['cs.AI', 'cs.SE']"
"Varifocal zoom imaging with large area focal length adjustable
  metalenses","Varifocal lenses are essential components of dynamic optical systems with
applications in photography, mixed reality, and microscopy. Metasurface optics
has strong potential for creating tunable flat optics. Existing tunable
metalenses, however, typically require microelectromechanical actuators, which
cannot be scaled to large area devices, or rely on high voltages to stretch a
flexible substrate and achieve a sufficient tuning range. Here, we build a 1 cm
aperture varifocal metalens system at 1550 nm wavelength inspired by an Alvarez
lens, fabricated using high-throughput stepper photolithography. We demonstrate
a nonlinear change in focal length by minimally actuating two cubic phase
metasurfaces laterally, with focusing efficiency as high as 57% and a wide
focal length change of more than 6 cm (> 200%). We also test a lens design at
visible wavelength and conduct varifocal zoom imaging with a demonstrated 4x
zoom capability without any other optical elements in the imaging path.","['Shane Colburn', 'Alan Zhan', 'Arka Majumdar']",2018-05-20T22:46:28Z,http://arxiv.org/abs/1805.07832v1,['physics.optics']
Robust Point Light Source Estimation Using Differentiable Rendering,"Illumination estimation is often used in mixed reality to re-render a scene
from another point of view, to change the color/texture of an object, or to
insert a virtual object consistently lit into a real video or photograph.
Specifically, the estimation of a point light source is required for the
shadows cast by the inserted object to be consistent with the real scene. We
tackle the problem of illumination retrieval given an RGBD image of the scene
as an inverse problem: we aim to find the illumination that minimizes the
photometric error between the rendered image and the observation. In particular
we propose a novel differentiable renderer based on the Blinn-Phong model with
cast shadows. We compare our differentiable renderer to state-of-the-art
methods and demonstrate its robustness to an incorrect reflectance estimation.","['Grégoire Nieto', 'Salma Jiddi', 'Philippe Robert']",2018-12-12T09:05:11Z,http://arxiv.org/abs/1812.04857v1,['cs.CV']
"MVC-3D: Adaptive Design Pattern for Virtual and Augmented Reality
  Systems","In this paper, we present MVC-3D design pattern to develop virtual and
augmented (or mixed) reality interfaces that use new types of sensors,
modalities and implement specific algorithms and simulation models. The
proposed pattern represents the extension of classic MVC pattern by enriching
the View component (interactive View) and adding a specific component
(Library). The results obtained on the development of augmented reality
interfaces showed that the complexity of M, iV and C components is reduced. The
complexity increases only on the Library component (L). This helps the
programmers to well structure their models even if the interface complexity
increases. The proposed design pattern is also used in a design process called
MVC-3D in the loop that enables a seamless evolution from initial prototype to
the final system.","['Samir Benbelkacem', 'Djamel Aouam', 'Nadia Zenati-Henda', 'Abdelkader Bellarbi', 'Ahmed Bouhena', 'Samir Otmane']",2019-03-01T07:38:23Z,http://arxiv.org/abs/1903.00185v1,"['cs.HC', 'cs.SE']"
Privacy Preserving Image-Based Localization,"Image-based localization is a core component of many augmented/mixed reality
(AR/MR) and autonomous robotic systems. Current localization systems rely on
the persistent storage of 3D point clouds of the scene to enable camera pose
estimation, but such data reveals potentially sensitive scene information. This
gives rise to significant privacy risks, especially as for many applications 3D
mapping is a background process that the user might not be fully aware of. We
pose the following question: How can we avoid disclosing confidential
information about the captured 3D scene, and yet allow reliable camera pose
estimation? This paper proposes the first solution to what we call privacy
preserving image-based localization. The key idea of our approach is to lift
the map representation from a 3D point cloud to a 3D line cloud. This novel
representation obfuscates the underlying scene geometry while providing
sufficient geometric constraints to enable robust and accurate 6-DOF camera
pose estimation. Extensive experiments on several datasets and localization
scenarios underline the high practical relevance of our proposed approach.","['Pablo Speciale', 'Johannes L. Schönberger', 'Sing Bing Kang', 'Sudipta N. Sinha', 'Marc Pollefeys']",2019-03-13T16:12:04Z,http://arxiv.org/abs/1903.05572v1,['cs.CV']
"Understanding the Limitations of CNN-based Absolute Camera Pose
  Regression","Visual localization is the task of accurate camera pose estimation in a known
scene. It is a key problem in computer vision and robotics, with applications
including self-driving cars, Structure-from-Motion, SLAM, and Mixed Reality.
Traditionally, the localization problem has been tackled using 3D geometry.
Recently, end-to-end approaches based on convolutional neural networks have
become popular. These methods learn to directly regress the camera pose from an
input image. However, they do not achieve the same level of pose accuracy as 3D
structure-based methods. To understand this behavior, we develop a theoretical
model for camera pose regression. We use our model to predict failure cases for
pose regression techniques and verify our predictions through experiments. We
furthermore use our model to show that pose regression is more closely related
to pose approximation via image retrieval than to accurate pose estimation via
3D structure. A key result is that current approaches do not consistently
outperform a handcrafted image retrieval baseline. This clearly shows that
additional research is needed before pose regression algorithms are ready to
compete with structure-based methods.","['Torsten Sattler', 'Qunjie Zhou', 'Marc Pollefeys', 'Laura Leal-Taixe']",2019-03-18T15:24:11Z,http://arxiv.org/abs/1903.07504v1,['cs.CV']
"Learning Convolutional Transforms for Lossy Point Cloud Geometry
  Compression","Efficient point cloud compression is fundamental to enable the deployment of
virtual and mixed reality applications, since the number of points to code can
range in the order of millions. In this paper, we present a novel data-driven
geometry compression method for static point clouds based on learned
convolutional transforms and uniform quantization. We perform joint
optimization of both rate and distortion using a trade-off parameter. In
addition, we cast the decoding process as a binary classification of the point
cloud occupancy map. Our method outperforms the MPEG reference solution in
terms of rate-distortion on the Microsoft Voxelized Upper Bodies dataset with
51.5% BDBR savings on average. Moreover, while octree-based methods face
exponential diminution of the number of points at low bitrates, our method
still produces high resolution outputs even at low bitrates. Code and
supplementary material are available at
https://github.com/mauriceqch/pcc_geo_cnn .","['Maurice Quach', 'Giuseppe Valenzise', 'Frederic Dufaux']",2019-03-20T15:14:15Z,http://arxiv.org/abs/1903.08548v2,"['cs.CV', 'cs.LG', 'eess.IV', 'stat.ML']"
Omnipotent Virtual Giant for Remote Human-Swarm Interaction,"This paper proposes an intuitive human-swarm interaction framework inspired
by our childhood memory in which we interacted with living ants by changing
their positions and environments as if we were omnipotent relative to the ants.
In virtual reality, analogously, we can be a super-powered virtual giant who
can supervise a swarm of mobile robots in a vast and remote environment by
flying over or resizing the world and coordinate them by picking and placing a
robot or creating virtual walls. This work implements this idea by using
Virtual Reality along with Leap Motion, which is then validated by
proof-of-concept experiments using real and virtual mobile robots in mixed
reality. We conduct a usability analysis to quantify the effectiveness of the
overall system as well as the individual interfaces proposed in this work. The
results revealed that the proposed method is intuitive and feasible for
interaction with swarm robots, but may require appropriate training for the new
end-user interface device.","['Inmo Jang', 'Junyan Hu', 'Farshad Arvin', 'Joaquin Carrasco', 'Barry Lennox']",2019-03-24T21:39:49Z,http://arxiv.org/abs/1903.10064v2,['cs.RO']
3D Virtual Garment Modeling from RGB Images,"We present a novel approach that constructs 3D virtual garment models from
photos. Unlike previous methods that require photos of a garment on a human
model or a mannequin, our approach can work with various states of the garment:
on a model, on a mannequin, or on a flat surface. To construct a complete 3D
virtual model, our approach only requires two images as input, one front view
and one back view. We first apply a multi-task learning network called JFNet
that jointly predicts fashion landmarks and parses a garment image into
semantic parts. The predicted landmarks are used for estimating sizing
information of the garment. Then, a template garment mesh is deformed based on
the sizing information to generate the final 3D model. The semantic parts are
utilized for extracting color textures from input images. The results of our
approach can be used in various Virtual Reality and Mixed Reality applications.","['Yi Xu', 'Shanglin Yang', 'Wei Sun', 'Li Tan', 'Kefeng Li', 'Hui Zhou']",2019-07-31T21:47:52Z,http://arxiv.org/abs/1908.00114v1,['cs.CV']
To Learn or Not to Learn: Visual Localization from Essential Matrices,"Visual localization is the problem of estimating a camera within a scene and
a key component in computer vision applications such as self-driving cars and
Mixed Reality. State-of-the-art approaches for accurate visual localization use
scene-specific representations, resulting in the overhead of constructing these
models when applying the techniques to new scenes. Recently, deep
learning-based approaches based on relative pose estimation have been proposed,
carrying the promise of easily adapting to new scenes. However, it has been
shown such approaches are currently significantly less accurate than
state-of-the-art approaches. In this paper, we are interested in analyzing this
behavior. To this end, we propose a novel framework for visual localization
from relative poses. Using a classical feature-based approach within this
framework, we show state-of-the-art performance. Replacing the classical
approach with learned alternatives at various levels, we then identify the
reasons for why deep learned approaches do not perform well. Based on our
analysis, we make recommendations for future work.","['Qunjie Zhou', 'Torsten Sattler', 'Marc Pollefeys', 'Laura Leal-Taixe']",2019-08-04T08:23:44Z,http://arxiv.org/abs/1908.01293v2,['cs.CV']
"Fast Adaptation with Meta-Reinforcement Learning for Trust Modelling in
  Human-Robot Interaction","In socially assistive robotics, an important research area is the development
of adaptation techniques and their effect on human-robot interaction. We
present a meta-learning based policy gradient method for addressing the problem
of adaptation in human-robot interaction and also investigate its role as a
mechanism for trust modelling. By building an escape room scenario in mixed
reality with a robot, we test our hypothesis that bi-directional trust can be
influenced by different adaptation algorithms. We found that our proposed model
increased the perceived trustworthiness of the robot and influenced the
dynamics of gaining human's trust. Additionally, participants evaluated that
the robot perceived them as more trustworthy during the interactions with the
meta-learning based adaptation compared to the previously studied statistical
adaptation model.","['Yuan Gao', 'Elena Sibirtseva', 'Ginevra Castellano', 'Danica Kragic']",2019-08-12T11:06:28Z,http://arxiv.org/abs/1908.04087v1,"['cs.RO', 'cs.HC', 'cs.LG']"
"EyeNet: A Multi-Task Network for Off-Axis Eye Gaze Estimation and User
  Understanding","Eye gaze estimation and simultaneous semantic understanding of a user through
eye images is a crucial component in Virtual and Mixed Reality; enabling energy
efficient rendering, multi-focal displays and effective interaction with 3D
content. In head-mounted VR/MR devices the eyes are imaged off-axis to avoid
blocking the user's gaze, this view-point makes drawing eye related inferences
very challenging. In this work, we present EyeNet, the first single deep neural
network which solves multiple heterogeneous tasks related to eye gaze
estimation and semantic user understanding for an off-axis camera setting. The
tasks include eye segmentation, blink detection, emotive expression
classification, IR LED glints detection, pupil and cornea center estimation. To
train EyeNet end-to-end we employ both hand labelled supervision and model
based supervision. We benchmark all tasks on MagicEyes, a large and new dataset
of 587 subjects with varying morphology, gender, skin-color, make-up and
imaging conditions.","['Zhengyang Wu', 'Srivignesh Rajendran', 'Tarrence van As', 'Joelle Zimmermann', 'Vijay Badrinarayanan', 'Andrew Rabinovich']",2019-08-24T00:47:39Z,http://arxiv.org/abs/1908.09060v1,"['cs.CV', 'cs.LG', 'eess.IV']"
"Spatial Data Science: Closing the human-spatial computing-environment
  loop","Over the last decade, the term spatial computing has grown to have two
different, though not entirely unrelated, definitions. The first definition of
spatial computing stems from industry, where it refers primarily to new kinds
of augmented, virtual, mixed-reality, and natural user interface technologies.
A second definition coming out of academia takes a broader perspective that
includes active research in geographic information science as well as the
aforementioned novel UI technologies. Both senses reflect an ongoing shift
toward increased interaction with computing interfaces and sensors embedded in
the environment and how the use of these technologies influence how we behave
and make sense of and even change the world we live in. Regardless of the
definition, research in spatial computing is humming along nicely without the
need to identify new research agendas or new labels for communities of
researchers. However, as a field of research, it could be helpful to view
spatial data science as the glue that coheres spatial computing with
problem-solving and learning in the real world into a more holistic discipline.",['Benjamin Adams'],2019-10-15T02:19:19Z,http://arxiv.org/abs/1910.06484v1,"['cs.SI', 'cs.CY']"
