title,summary,authors,published,link,category,keywords
"Towards Large-Scale Incremental Dense Mapping using Robot-centric
  Implicit Neural Representation","Large-scale dense mapping is vital in robotics, digital twins, and virtual reality. Recently, implicit neural mapping has shown remarkable reconstruction quality. However, incremental large-scale mapping with implicit neural representations remains problematic due to low efficiency, limited video memory, and the catastrophic forgetting phenomenon. To counter these challenges, we introduce the Robot-centric Implicit Mapping (RIM) technique for large-scale incremental dense mapping. This method employs a hybrid representation, encoding shapes with implicit features via a multi-resolution voxel map and decoding signed distance fields through a shallow MLP. We advocate for a robot-centric local map to boost model training efficiency and curb the catastrophic forgetting issue. A decoupled scalable global map is further developed to archive learned features for reuse and maintain constant video memory consumption. Validation experiments demonstrate our method's exceptional quality, efficiency, and adaptability across diverse scales and scenes over advanced dense mapping methods using range sensors. Our system's code will be accessible at https://github.com/HITSZ-NRSL/RIM.git.","['Jianheng Liu', 'Haoyao Chen']",2023-06-18T04:26:12Z,http://arxiv.org/abs/2306.10472v3,['cs.RO'],"large-scale mapping,incremental dense mapping,implicit neural representation,robot-centric,hybrid representation,multi-resolution voxel map,signed distance fields,catastrophic forgetting,model training efficiency,video memory"
Panoramas from Photons,"Scene reconstruction in the presence of high-speed motion and low illumination is important in many applications such as augmented and virtual reality, drone navigation, and autonomous robotics. Traditional motion estimation techniques fail in such conditions, suffering from too much blur in the presence of high-speed motion and strong noise in low-light conditions. Single-photon cameras have recently emerged as a promising technology capable of capturing hundreds of thousands of photon frames per second thanks to their high speed and extreme sensitivity. Unfortunately, traditional computer vision techniques are not well suited for dealing with the binary-valued photon data captured by these cameras because these are corrupted by extreme Poisson noise. Here we present a method capable of estimating extreme scene motion under challenging conditions, such as low light or high dynamic range, from a sequence of high-speed image frames such as those captured by a single-photon camera. Our method relies on iteratively improving a motion estimate by grouping and aggregating frames after-the-fact, in a stratified manner. We demonstrate the creation of high-quality panoramas under fast motion and extremely low light, and super-resolution results using a custom single-photon camera prototype. For code and supplemental material see our $\href{https://wisionlab.com/project/panoramas-from-photons/}{\text{project webpage}}$.","['Sacha Jungerman', 'Atul Ingle', 'Mohit Gupta']",2023-09-07T16:07:31Z,http://arxiv.org/abs/2309.03811v1,['cs.CV'],"scene reconstruction,high-speed motion,low illumination,single-photon cameras,motion estimation,computer vision techniques,Poisson noise,extreme scene motion,high dynamic range,super-resolution"
ArtHDR-Net: Perceptually Realistic and Accurate HDR Content Creation,"High Dynamic Range (HDR) content creation has become an important topic for modern media and entertainment sectors, gaming and Augmented/Virtual Reality industries. Many methods have been proposed to recreate the HDR counterparts of input Low Dynamic Range (LDR) images/videos given a single exposure or multi-exposure LDRs. The state-of-the-art methods focus primarily on the preservation of the reconstruction's structural similarity and the pixel-wise accuracy. However, these conventional approaches do not emphasize preserving the artistic intent of the images in terms of human visual perception, which is an essential element in media, entertainment and gaming. In this paper, we attempt to study and fill this gap. We propose an architecture called ArtHDR-Net based on a Convolutional Neural Network that uses multi-exposed LDR features as input. Experimental results show that ArtHDR-Net can achieve state-of-the-art performance in terms of the HDR-VDP-2 score (i.e., mean opinion score index) while reaching competitive performance in terms of PSNR and SSIM.","['Hrishav Bakul Barua', 'Ganesh Krishnasamy', 'KokSheik Wong', 'Kalin Stefanov', 'Abhinav Dhall']",2023-09-07T16:40:49Z,http://arxiv.org/abs/2309.03827v1,"['cs.CV', 'cs.GR', 'cs.LG', 'cs.MM', 'eess.IV', 'I.2.10; I.4.5; I.3.3; I.4.3']","High Dynamic Range (HDR),Low Dynamic Range (LDR),content creation,Convolutional Neural Network,HDR-VDP-2 score,mean opinion score index,PSNR,SSIM,media,entertainment,gaming"
"Animatable Virtual Humans: Learning pose-dependent human representations
  in UV space for interactive performance synthesis","We propose a novel representation of virtual humans for highly realistic real-time animation and rendering in 3D applications. We learn pose dependent appearance and geometry from highly accurate dynamic mesh sequences obtained from state-of-the-art multiview-video reconstruction. Learning pose-dependent appearance and geometry from mesh sequences poses significant challenges, as it requires the network to learn the intricate shape and articulated motion of a human body. However, statistical body models like SMPL provide valuable a-priori knowledge which we leverage in order to constrain the dimension of the search space enabling more efficient and targeted learning and define pose-dependency. Instead of directly learning absolute pose-dependent geometry, we learn the difference between the observed geometry and the fitted SMPL model. This allows us to encode both pose-dependent appearance and geometry in the consistent UV space of the SMPL model. This approach not only ensures a high level of realism but also facilitates streamlined processing and rendering of virtual humans in real-time scenarios.","['Wieland Morgenstern', 'Milena T. Bagdasarian', 'Anna Hilsmann', 'Peter Eisert']",2023-10-05T15:49:44Z,http://arxiv.org/abs/2310.03615v1,"['cs.CV', 'cs.GR']","virtual humans,pose-dependent,human representations,UV space,interactive performance synthesis,dynamic mesh sequences,multiview-video reconstruction,statistical body models,SMPL model,real-time animation"
"fMRI-PTE: A Large-scale fMRI Pretrained Transformer Encoder for
  Multi-Subject Brain Activity Decoding","The exploration of brain activity and its decoding from fMRI data has been a longstanding pursuit, driven by its potential applications in brain-computer interfaces, medical diagnostics, and virtual reality. Previous approaches have primarily focused on individual subject analysis, highlighting the need for a more universal and adaptable framework, which is the core motivation behind our work. In this work, we propose fMRI-PTE, an innovative auto-encoder approach for fMRI pre-training, with a focus on addressing the challenges of varying fMRI data dimensions due to individual brain differences. Our approach involves transforming fMRI signals into unified 2D representations, ensuring consistency in dimensions and preserving distinct brain activity patterns. We introduce a novel learning strategy tailored for pre-training 2D fMRI images, enhancing the quality of reconstruction. fMRI-PTE's adaptability with image generators enables the generation of well-represented fMRI features, facilitating various downstream tasks, including within-subject and cross-subject brain activity decoding. Our contributions encompass introducing fMRI-PTE, innovative data transformation, efficient training, a novel learning strategy, and the universal applicability of our approach. Extensive experiments validate and support our claims, offering a promising foundation for further research in this domain.","['Xuelin Qian', 'Yun Wang', 'Jingyang Huo', 'Jianfeng Feng', 'Yanwei Fu']",2023-11-01T07:24:22Z,http://arxiv.org/abs/2311.00342v1,['cs.CV'],"fMRI,Pretrained Transformer Encoder,Brain Activity Decoding,Auto-encoder,fMRI signals,2D representations,Learning Strategy,Image Generators,Within-subject decoding,Cross-subject decoding"
DSR-Diff: Depth Map Super-Resolution with Diffusion Model,"Color-guided depth map super-resolution (CDSR) improve the spatial resolution of a low-quality depth map with the corresponding high-quality color map, benefiting various applications such as 3D reconstruction, virtual reality, and augmented reality. While conventional CDSR methods typically rely on convolutional neural networks or transformers, diffusion models (DMs) have demonstrated notable effectiveness in high-level vision tasks. In this work, we present a novel CDSR paradigm that utilizes a diffusion model within the latent space to generate guidance for depth map super-resolution. The proposed method comprises a guidance generation network (GGN), a depth map super-resolution network (DSRN), and a guidance recovery network (GRN). The GGN is specifically designed to generate the guidance while managing its compactness. Additionally, we integrate a simple but effective feature fusion module and a transformer-style feature extraction module into the DSRN, enabling it to leverage guided priors in the extraction, fusion, and reconstruction of multi-model images. Taking into account both accuracy and efficiency, our proposed method has shown superior performance in extensive experiments when compared to state-of-the-art methods. Our codes will be made available at https://github.com/shiyuan7/DSR-Diff.","['Yuan Shi', 'Bin Xia', 'Rui Zhu', 'Qingmin Liao', 'Wenming Yang']",2023-11-16T14:18:10Z,http://arxiv.org/abs/2311.09919v1,"['cs.CV', 'cs.AI']","Depth map super-resolution,Diffusion model,Color-guided,Guidance generation network,Latent space,Feature fusion module,Transformer-style feature extraction,Multi-model images,Superior performance,State-of-the-art."
Reconstruction of Sound Field through Diffusion Models,"Reconstructing the sound field in a room is an important task for several applications, such as sound control and augmented (AR) or virtual reality (VR). In this paper, we propose a data-driven generative model for reconstructing the magnitude of acoustic fields in rooms with a focus on the modal frequency range. We introduce, for the first time, the use of a conditional Denoising Diffusion Probabilistic Model (DDPM) trained in order to reconstruct the sound field (SF-Diff) over an extended domain. The architecture is devised in order to be conditioned on a set of limited available measurements at different frequencies and generate the sound field in target, unknown, locations. The results show that SF-Diff is able to provide accurate reconstructions, outperforming a state-of-the-art baseline based on kernel interpolation.","['Federico Miotello', 'Luca Comanducci', 'Mirco Pezzoli', 'Alberto Bernardini', 'Fabio Antonacci', 'Augusto Sarti']",2023-12-14T11:11:26Z,http://arxiv.org/abs/2312.08821v2,"['eess.AS', 'cs.LG', 'cs.SD', 'eess.SP']","Diffusion Models,Sound Field,Data-driven,Generative Model,Acoustic Fields,Modal Frequency Range,Conditional Denoising,Probabilistic Model,Reconstruction,Kernel Interpolation"
Human101: Training 100+FPS Human Gaussians in 100s from 1 View,"Reconstructing the human body from single-view videos plays a pivotal role in the virtual reality domain. One prevalent application scenario necessitates the rapid reconstruction of high-fidelity 3D digital humans while simultaneously ensuring real-time rendering and interaction. Existing methods often struggle to fulfill both requirements. In this paper, we introduce Human101, a novel framework adept at producing high-fidelity dynamic 3D human reconstructions from 1-view videos by training 3D Gaussians in 100 seconds and rendering in 100+ FPS. Our method leverages the strengths of 3D Gaussian Splatting, which provides an explicit and efficient representation of 3D humans. Standing apart from prior NeRF-based pipelines, Human101 ingeniously applies a Human-centric Forward Gaussian Animation method to deform the parameters of 3D Gaussians, thereby enhancing rendering speed (i.e., rendering 1024-resolution images at an impressive 60+ FPS and rendering 512-resolution images at 100+ FPS). Experimental results indicate that our approach substantially eclipses current methods, clocking up to a 10 times surge in frames per second and delivering comparable or superior rendering quality. Code and demos will be released at https://github.com/longxiang-ai/Human101.","['Mingwei Li', 'Jiachen Tao', 'Zongxin Yang', 'Yi Yang']",2023-12-23T13:41:56Z,http://arxiv.org/abs/2312.15258v1,['cs.CV'],"human body reconstruction,3D digital humans,single-view videos,real-time rendering,interaction,3D Gaussians,Gaussian Splatting,NeRF-based pipelines,rendering speed,frames per second"
GPAvatar: Generalizable and Precise Head Avatar from Image(s),"Head avatar reconstruction, crucial for applications in virtual reality, online meetings, gaming, and film industries, has garnered substantial attention within the computer vision community. The fundamental objective of this field is to faithfully recreate the head avatar and precisely control expressions and postures. Existing methods, categorized into 2D-based warping, mesh-based, and neural rendering approaches, present challenges in maintaining multi-view consistency, incorporating non-facial information, and generalizing to new identities. In this paper, we propose a framework named GPAvatar that reconstructs 3D head avatars from one or several images in a single forward pass. The key idea of this work is to introduce a dynamic point-based expression field driven by a point cloud to precisely and effectively capture expressions. Furthermore, we use a Multi Tri-planes Attention (MTA) fusion module in the tri-planes canonical field to leverage information from multiple input images. The proposed method achieves faithful identity reconstruction, precise expression control, and multi-view consistency, demonstrating promising results for free-viewpoint rendering and novel view synthesis.","['Xuangeng Chu', 'Yu Li', 'Ailing Zeng', 'Tianyu Yang', 'Lijian Lin', 'Yunfei Liu', 'Tatsuya Harada']",2024-01-18T18:56:34Z,http://arxiv.org/abs/2401.10215v1,['cs.CV'],"head avatar reconstruction,virtual reality,computer vision,3D head avatars,point cloud,Multi Tri-planes Attention (MTA) fusion module,free-viewpoint rendering,novel view synthesis"
Diffusion-based Light Field Synthesis,"Light fields (LFs), conducive to comprehensive scene radiance recorded across angular dimensions, find wide applications in 3D reconstruction, virtual reality, and computational photography.However, the LF acquisition is inevitably time-consuming and resource-intensive due to the mainstream acquisition strategy involving manual capture or laborious software synthesis.Given such a challenge, we introduce LFdiff, a straightforward yet effective diffusion-based generative framework tailored for LF synthesis, which adopts only a single RGB image as input.LFdiff leverages disparity estimated by a monocular depth estimation network and incorporates two distinctive components: a novel condition scheme and a noise estimation network tailored for LF data.Specifically, we design a position-aware warping condition scheme, enhancing inter-view geometry learning via a robust conditional signal.We then propose DistgUnet, a disentanglement-based noise estimation network, to harness comprehensive LF representations.Extensive experiments demonstrate that LFdiff excels in synthesizing visually pleasing and disparity-controllable light fields with enhanced generalization capability.Additionally, comprehensive results affirm the broad applicability of the generated LF data, spanning applications like LF super-resolution and refocusing.","['Ruisheng Gao', 'Yutong Liu', 'Zeyu Xiao', 'Zhiwei Xiong']",2024-02-01T13:13:16Z,http://arxiv.org/abs/2402.00575v1,['cs.CV'],"light field,diffusion,synthesis,generative framework,monocular depth estimation,disparity,condition scheme,noise estimation network,disentanglement,LF data"
"Transferring facade labels between point clouds with semantic octrees
  while considering change detection","Point clouds and high-resolution 3D data have become increasingly important in various fields, including surveying, construction, and virtual reality. However, simply having this data is not enough; to extract useful information, semantic labeling is crucial. In this context, we propose a method to transfer annotations from a labeled to an unlabeled point cloud using an octree structure. The structure also analyses changes between the point clouds. Our experiments confirm that our method effectively transfers annotations while addressing changes. The primary contribution of this project is the development of the method for automatic label transfer between two different point clouds that represent the same real-world object. The proposed method can be of great importance for data-driven deep learning algorithms as it can also allow circumventing stochastic transfer learning by deterministic label transfer between datasets depicting the same objects.","['Sophia Schwarz', 'Tanja Pilz', 'Olaf Wysocki', 'Ludwig Hoegner', 'Uwe Stilla']",2024-02-09T16:43:34Z,http://arxiv.org/abs/2402.06531v1,"['cs.CV', 'cs.LG']","point clouds,semantic labeling,octree structure,change detection,label transfer,deep learning algorithms"
"Enhancing Bandwidth Efficiency for Video Motion Transfer Applications
  using Deep Learning Based Keypoint Prediction","We propose a deep learning based novel prediction framework for enhanced bandwidth reduction in motion transfer enabled video applications such as video conferencing, virtual reality gaming and privacy preservation for patient health monitoring. To model complex motion, we use the First Order Motion Model (FOMM) that represents dynamic objects using learned keypoints along with their local affine transformations. Keypoints are extracted by a self-supervised keypoint detector and organized in a time series corresponding to the video frames. Prediction of keypoints, to enable transmission using lower frames per second on the source device, is performed using a Variational Recurrent Neural Network (VRNN). The predicted keypoints are then synthesized to video frames using an optical flow estimator and a generator network. This efficacy of leveraging keypoint based representations in conjunction with VRNN based prediction for both video animation and reconstruction is demonstrated on three diverse datasets. For real-time applications, our results show the effectiveness of our proposed architecture by enabling up to 2x additional bandwidth reduction over existing keypoint based video motion transfer frameworks without significantly compromising video quality.","['Xue Bai', 'Tasmiah Haque', 'Sumit Mohan', 'Yuliang Cai', 'Byungheon Jeong', 'Adam Halasz', 'Srinjoy Das']",2024-03-17T20:36:43Z,http://arxiv.org/abs/2403.11337v1,"['cs.CV', 'cs.AI']","bandwidth efficiency,deep learning,keypoint prediction,motion transfer,video applications,First Order Motion Model (FOMM),keypoints,Variational Recurrent Neural Network (VRNN),optical flow estimator,generator network"
"SMPLX-Lite: A Realistic and Drivable Avatar Benchmark with Rich Geometry
  and Texture Annotations","Recovering photorealistic and drivable full-body avatars is crucial for numerous applications, including virtual reality, 3D games, and tele-presence. Most methods, whether reconstruction or generation, require large numbers of human motion sequences and corresponding textured meshes. To easily learn a drivable avatar, a reasonable parametric body model with unified topology is paramount. However, existing human body datasets either have images or textured models and lack parametric models which fit clothes well. We propose a new parametric model SMPLX-Lite-D, which can fit detailed geometry of the scanned mesh while maintaining stable geometry in the face, hand and foot regions. We present SMPLX-Lite dataset, the most comprehensive clothing avatar dataset with multi-view RGB sequences, keypoints annotations, textured scanned meshes, and textured SMPLX-Lite-D models. With the SMPLX-Lite dataset, we train a conditional variational autoencoder model that takes human pose and facial keypoints as input, and generates a photorealistic drivable human avatar.","['Yujiao Jiang', 'Qingmin Liao', 'Zhaolong Wang', 'Xiangru Lin', 'Zongqing Lu', 'Yuxi Zhao', 'Hanqing Wei', 'Jingrui Ye', 'Yu Zhang', 'Zhijing Shao']",2024-05-30T01:53:39Z,http://arxiv.org/abs/2405.19609v1,"['cs.CV', 'cs.GR']","drivable avatar,benchmark,geometry,texture annotations,parametric body model,topology,parametric model,SMPLX-Lite-D,RGB sequences,keypoints annotations"
"Ambiguity of large scale temperature reconstructions from artificial
  tree growth in millennial climate simulations","The ambiguity of temperature reconstructions is assessed using pseudo tree growth series in the virtual reality of two simulations of the climate of the last millennium. The simple, process-based Vaganov-Shashkin-Lite (VS-Lite) code calculates tree growth responses controlled by a limited number of climatic parameters. Growth limitation by different ambient climate conditions allows for possible nonlinearity and non-stationarity in the pseudo tree growth series. Statistical reconstructions of temperature are achieved from simulated tree growth for random selections of pseudo-proxy locations by simple local regression and composite plus scaling techniques to address additional ambiguities in paleoclimate reconstructions besides the known uncertainty and shortcomings of the reconstruction methods. A systematic empirical evaluation shows that the interrelations between simulated target and reconstructed temperatures undergo strong variations with possibly pronounced misrepresentations of temperatures. Thus (i) centennial scale inter-annual correlations can be very weak; (ii) the decadal range of reconstructed temperatures may be as large as the range of the temperature variations over the considered time-period; (iii) decadal variability is under-represented in the reconstructions. The misrepresentations are in part due to the temporally varying temperature-growth relations and to an apparent lack of decadal scale variability in the simulated pseudo-growth series compared to the local temperatures.","['Oliver Bothe', 'Davide Zanchettin']",2012-07-10T09:39:47Z,http://arxiv.org/abs/1207.2279v1,['physics.ao-ph'],"temperature reconstructions,artificial tree growth,millennial climate simulations,Vaganov-Shashkin-Lite,climatic parameters,pseudo-proxy locations,paleoclimate reconstructions,local regression,composite plus scaling techniques,paleoclimate reconstructions"
"The Effectiveness of Traditional Tools and Computer-Aided Technologies
  for Health and Safety Training in the Construction Sector: A Systematic
  Review","For workers, the exposure to on-site hazards can result in fatalities and serious injuries. To improve safety outcomes, different approaches have been implemented for health and safety training in the construction sector, such as traditional tools and computer-aided technologies (e.g., serious games and virtual reality). However, the effectiveness of these approaches has been barely explored. In order to bridge this gap, a systematic review of existing studies was conducted. Unlike previous review studies in this field that focused on uncovering the technology characters and challenges, this study mainly evaluated the effectiveness of training using traditional tools and computer-aided technologies on the well-being of individuals. Measures of the effectiveness included knowledge acquisition, unsafe behaviour alteration, and injury rate reduction. Results indicated that: 1. the effectiveness of traditional tools is sufficiently supported by statistical evidence; and 2. the use of computer-aided technologies has evidence to support its effectiveness, but more solid evidence is required to support this statement. It was also found that the overall performance of computer-aided technologies is superior in several technical aspects compared to traditional tools, namely, representing actual workplace situations, providing text-free interfaces, having better user engagement, and being more cost-efficient. Finally, using the systematic review findings, a theoretical framework is proposed as a potential solution to help future research in this field systematically examine the effectiveness and usability of their approaches. This framework is theoretical in nature and requires further validation. A further study is therefore proposed to test and validate this framework.","['Yifan Gao', 'Vicente Gonzalez', 'Tak Wing Yiu']",2018-08-06T01:09:21Z,http://arxiv.org/abs/1808.02021v1,['cs.CY'],"traditional tools,computer-aided technologies,health and safety training,construction sector,systematic review,serious games,virtual reality,knowledge acquisition,unsafe behaviour,injury rate reduction"
SemanticPaint: A Framework for the Interactive Segmentation of 3D Scenes,"We present an open-source, real-time implementation of SemanticPaint, a system for geometric reconstruction, object-class segmentation and learning of 3D scenes. Using our system, a user can walk into a room wearing a depth camera and a virtual reality headset, and both densely reconstruct the 3D scene and interactively segment the environment into object classes such as 'chair', 'floor' and 'table'. The user interacts physically with the real-world scene, touching objects and using voice commands to assign them appropriate labels. These user-generated labels are leveraged by an online random forest-based machine learning algorithm, which is used to predict labels for previously unseen parts of the scene. The entire pipeline runs in real time, and the user stays 'in the loop' throughout the process, receiving immediate feedback about the progress of the labelling and interacting with the scene as necessary to refine the predicted segmentation.","['Stuart Golodetz', 'Michael Sapienza', 'Julien P. C. Valentin', 'Vibhav Vineet', 'Ming-Ming Cheng', 'Anurag Arnab', 'Victor A. Prisacariu', 'Olaf Kähler', 'Carl Yuheng Ren', 'David W. Murray', 'Shahram Izadi', 'Philip H. S. Torr']",2015-10-13T15:06:03Z,http://arxiv.org/abs/1510.03727v1,"['cs.CV', 'I.2.10']","interactive segmentation,3D scenes,SemanticPaint,geometric reconstruction,object-class segmentation,learning,depth camera,virtual reality,machine learning,random forest-based algorithm"
"Complete End-To-End Low Cost Solution To a 3D Scanning System with
  Integrated Turntable","3D reconstruction is a technique used in computer vision which has a wide range of applications in areas like object recognition, city modelling, virtual reality, physical simulations, video games and special effects. Previously, to perform a 3D reconstruction, specialized hardwares were required. Such systems were often very expensive and was only available for industrial or research purpose. With the rise of the availability of high-quality low cost 3D sensors, it is now possible to design inexpensive complete 3D scanning systems. The objective of this work was to design an acquisition and processing system that can perform 3D scanning and reconstruction of objects seamlessly. In addition, the goal of this work also included making the 3D scanning process fully automated by building and integrating a turntable alongside the software. This means the user can perform a full 3D scan only by a press of a few buttons from our dedicated graphical user interface. Three main steps were followed to go from acquisition of point clouds to the finished reconstructed 3D model. First, our system acquires point cloud data of a person/object using inexpensive camera sensor. Second, align and convert the acquired point cloud data into a watertight mesh of good quality. Third, export the reconstructed model to a 3D printer to obtain a proper 3D print of the model.","['Saed Khawaldeh', 'Tajwar Abrar Aleef', 'Usama Pervaiz', 'Vu Hoang Minh', 'Yeman Brhane Hagos']",2017-09-03T13:40:23Z,http://arxiv.org/abs/1709.02247v1,['cs.CV'],"3D reconstruction,computer vision,low cost,3D scanning system,turntable,point cloud data,mesh,graphical user interface,3D printer"
"Augmented Reality Applied to LEGO Construction: AR-based Building
  Instructions with High Accuracy & Precision and Realistic Object-Hand
  Occlusions","BRICKxAR is a novel Augmented Reality (AR) instruction method for construction toys such as LEGO. With BRICKxAR, physical LEGO construction is guided by virtual bricks. Compared with the state-of-the-art, accuracy of the virtual - physical model alignment is significantly improved through a new design of marker-based registration, which can achieve an average error less than 1mm throughout the model. Realistic object occlusion is accomplished to reveal the true spatial relationship between physical and virtual bricks. LEGO players' hand detection and occlusion are realized to visualize the correct spatial relationship between real hands and virtual bricks, and allow virtual bricks to be ""grasped"" by real hands. The integration of these features makes AR instructions possible for small-parts assembly, validated through a working AR prototype for constructing LEGO Arc de Triomphe, quantitative measures of the accuracies of registration and occlusions, and heuristic evaluation of AR instruction features.",['Wei Yan'],2019-07-29T17:44:14Z,http://arxiv.org/abs/1907.12549v4,"['cs.HC', 'cs.CY', 'H.5.1; J.6']","Augmented Reality,LEGO,Construction,AR-based,Building Instructions,Accuracy,Precision,Object-Hand Occlusions"
"Multimodal Sensor-Based Semantic 3D Mapping for a Large-Scale
  Environment","Semantic 3D mapping is one of the most important fields in robotics, and has been used in many applications, such as robot navigation, surveillance, and virtual reality. In general, semantic 3D mapping is mainly composed of 3D reconstruction and semantic segmentation. As these technologies evolve, there has been great progress in semantic 3D mapping in recent years. Furthermore, the number of robotic applications requiring semantic information in 3D mapping to perform high-level tasks has increased, and many studies on semantic 3D mapping have been published. Existing methods use a camera for both 3D reconstruction and semantic segmentation. However, this is not suitable for large-scale environments and has the disadvantage of high computational complexity. To address this problem, we propose a multimodal sensor-based semantic 3D mapping system using a 3D Lidar combined with a camera. In this study, we build a 3D map by estimating odometry based on a global positioning system (GPS) and an inertial measurement unit (IMU), and use the latest 2D convolutional neural network (CNN) for semantic segmentation. To build a semantic 3D map, we integrate the 3D map with semantic information by using coordinate transformation and Bayes' update scheme. In order to improve the semantic 3D map, we propose a 3D refinement process to correct wrongly segmented voxels and remove traces of moving vehicles in the 3D map. Through experiments on challenging sequences, we demonstrate that our method outperforms state-of-the-art methods in terms of accuracy and intersection over union (IoU). Thus, our method can be used for various applications that require semantic information in 3D map.","['Jongmin Jeong', 'Tae Sung Yoon', 'Jin Bae Park']",2018-02-28T06:02:55Z,http://arxiv.org/abs/1802.10271v1,['cs.RO'],"Semantic mapping,3D reconstruction,Semantic segmentation,Multimodal sensor,Lidar,Convolutional neural network (CNN),Global positioning system (GPS),Inertial measurement unit (IMU),Bayes' update scheme,Intersection over union (IoU)"
"Shape-from-Mask: A Deep Learning Based Human Body Shape Reconstruction
  from Binary Mask Images","3D content creation is referred to as one of the most fundamental tasks of computer graphics. And many 3D modeling algorithms from 2D images or curves have been developed over the past several decades. Designers are allowed to align some conceptual images or sketch some suggestive curves, from front, side, and top views, and then use them as references in constructing a 3D model automatically or manually. However, to the best of our knowledge, no studies have investigated on 3D human body reconstruction in a similar manner. In this paper, we propose a deep learning based reconstruction of 3D human body shape from 2D orthographic views. A novel CNN-based regression network, with two branches corresponding to frontal and lateral views respectively, is designed for estimating 3D human body shape from 2D mask images. We train our networks separately to decouple the feature descriptors which encode the body parameters from different views, and fuse them to estimate an accurate human body shape. In addition, to overcome the shortage of training data required for this purpose, we propose some significantly data augmentation schemes for 3D human body shapes, which can be used to promote further research on this topic. Extensive experimen- tal results demonstrate that visually realistic and accurate reconstructions can be achieved effectively using our algorithm. Requiring only binary mask images, our method can help users create their own digital avatars quickly, and also make it easy to create digital human body for 3D game, virtual reality, online fashion shopping.","['Zhongping Ji', 'Xiao Qi', 'Yigang Wang', 'Gang Xu', 'Peng Du', 'Qing Wu']",2018-06-22T04:00:37Z,http://arxiv.org/abs/1806.08485v1,"['cs.GR', 'cs.CV']","Deep learning,Human body shape reconstruction,Binary mask images,3D modeling,CNN-based regression network,Data augmentation,3D content creation,Computer graphics,Digital avatars,Virtual reality."
"Scenior: An Immersive Visual Scripting system based on VR Software
  Design Patterns for Experiential Training","Virtual reality (VR) has re-emerged as a low-cost, highly accessible consumer product, and training on simulators is rapidly becoming standard in many industrial sectors. However, the available systems are either focusing on gaming context, featuring limited capabilities or they support only content creation of virtual environments without any rapid prototyping and modification. In this project, we propose a code-free, visual scripting platform to replicate gamified training scenarios through rapid prototyping and VR software design patterns. We implemented and compared two authoring tools: a) visual scripting and b) VR editor for the rapid reconstruction of VR training scenarios. Our visual scripting module is capable to generate training applications utilizing a node-based scripting system whereas the VR editor gives user/developer the ability to customize and populate new VR training scenarios directly from the virtual environment. We also introduce action prototypes, a new software design pattern suitable to replicate behavioral tasks for VR experiences. In addition, we present the training scenegraph architecture as the main model to represent training scenarios on a modular, dynamic and highly adaptive acyclic graph based on a structured educational curriculum. Finally, a user-based evaluation of the proposed solution indicated that users - regardless of their programming expertise - can effectively use the tools to create and modify training scenarios in VR.","['Paul Zikas', 'George Papagiannakis', 'Nick Lydatakis', 'Steve Kateros', 'Stavroula Ntoa', 'Ilia Adami', 'Constantine Stephanidis']",2019-09-12T14:37:13Z,http://arxiv.org/abs/1909.05719v2,"['cs.GR', 'cs.HC', '97B70, 97P10,', 'K.3.1; I.3.6; D.1.7']","immersive visual scripting,VR software,design patterns,experiential training,rapid prototyping,authoring tools,gamified training scenarios,node-based scripting,VR editor,training scenegraph architecture"
Attention-based 3D Object Reconstruction from a Single Image,"Recently, learning-based approaches for 3D reconstruction from 2D images have gained popularity due to its modern applications, e.g., 3D printers, autonomous robots, self-driving cars, virtual reality, and augmented reality. The computer vision community has applied a great effort in developing functions to reconstruct the full 3D geometry of objects and scenes. However, to extract image features, they rely on convolutional neural networks, which are ineffective in capturing long-range dependencies. In this paper, we propose to substantially improve Occupancy Networks, a state-of-the-art method for 3D object reconstruction. For such we apply the concept of self-attention within the network's encoder in order to leverage complementary input features rather than those based on local regions, helping the encoder to extract global information. With our approach, we were capable of improving the original work in 5.05% of mesh IoU, 0.83% of Normal Consistency, and more than 10X the Chamfer-L1 distance. We also perform a qualitative study that shows that our approach was able to generate much more consistent meshes, confirming its increased generalization power over the current state-of-the-art.","['Andrey Salvi', 'Nathan Gavenski', 'Eduardo Pooch', 'Felipe Tasoniero', 'Rodrigo Barros']",2020-08-11T14:51:18Z,http://arxiv.org/abs/2008.04738v1,['cs.CV'],"3D reconstruction,attention-based,single image,convolutional neural networks,Occupancy Networks,self-attention,global information,mesh IoU,Normal Consistency,Chamfer-L1 distance"
