title,summary,authors,published,link
Network synchronization of groups,"In this paper we study synchronized motions in complex networks in which
there are distinct groups of nodes where the dynamical systems on each node
within a group are the same but are different for nodes in different groups.
Both continuous time and discrete time systems are considered. We initially
focus on the case where two groups are present and the network has bipartite
topology (i.e., links exist between nodes in different groups but not between
nodes in the same group). We also show that group synchronous motions are
compatible with more general network topologies, where there are also
connections within the groups.","['Francesco Sorrentino', 'Edward Ott']",2007-11-23T12:22:52Z,http://arxiv.org/abs/0711.3716v1
"Differential systems with Fuchsian linear part: correction and
  linearization, normal forms and multiple orthogonal polynomials","Differential systems with a Fuchsian linear part are studied in regions
including all the singularities in the complex plane of these equations. Such
systems are not necessarily analytically equivalent to their linear part (they
are not linearizable) and obstructions are found as a unique nonlinear
correction after which the system becomes formally linearizable.
  More generally, normal forms are found.
  The corrections and the normal forms are found constructively. Expansions in
multiple orthogonal polynomials and their generalization to matrix-valued
polynomials are instrumental to these constructions.",['Rodica D. Costin'],2008-08-26T12:23:47Z,http://arxiv.org/abs/0808.3499v1
Thin Severi-Brauer Varieties,"Severi-Brauer varieties are twisted forms of projective spaces (in the sense
of Galois cohomology) and are associated in a functorial way to central simple
algebras. Similarly quadrics are related to algebras with involution. Since
thin projective spaces are finite sets, thin Severi-Brauer varieties are finite
sets endowed with a Galois action; they are associated to etale algebras.
Similarly, thin quadrics are etale algebras with involution. We discuss
embeddings of thin Severi-Brauer varieties and thin quadrics in Severi-Brauer
varieties and quadrics as geometric analogues of embeddings of etale algebras
into central simple algebras (with or without involution), and consider the
geometric counterpart of the Clifford algebra construction.","['Max-Albert Knus', 'Jean-Pierre Tignol']",2009-12-17T10:36:43Z,http://arxiv.org/abs/0912.3359v1
Examples of Calabi-Yau threefolds parametrised by Shimura varieties,"These are notes from talks of the authors on some explicit examples of
families of Calabi-Yau threefolds which are parametrised by a Shimura variety.
We briefly review the periods of Calabi-Yau threefolds and we discuss a recent
result on Picard-Fuchs equations for threefolds which are hypersurfaces with
many automorphisms. Next various examples of families parametrised by Shimura
varieties are given. Most of these are due to J.C. Rohde. The examples with an
automorphism of order three are given in some detail. We recall that such
families do not have maximally unipotent monodromy and that the Shimura
varieties in these cases are ball quotients.","['Alice Garbagnati', 'Bert van Geemen']",2010-05-04T10:04:08Z,http://arxiv.org/abs/1005.0478v1
Cyclic Codes from Cyclotomic Sequences of Order Four,"Cyclic codes are an interesting subclass of linear codes and have been used
in consumer electronics, data transmission technologies, broadcast systems, and
computer applications due to their efficient encoding and decoding algorithms.
In this paper, three cyclotomic sequences of order four are employed to
construct a number of classes of cyclic codes over $\gf(q)$ with prime length.
Under certain conditions lower bounds on the minimum weight are developed. Some
of the codes obtained are optimal or almost optimal. In general, the cyclic
codes constructed in this paper are very good. Some of the cyclic codes
obtained in this paper are closely related to almost difference sets and
difference sets. As a byproduct, the $p$-rank of these (almost) difference sets
are computed.",['Cunsheng Ding'],2012-07-11T09:29:20Z,http://arxiv.org/abs/1207.2571v1
Causal Modeling,"Causal Models are like Dependency Graphs and Belief Nets in that they provide
a structure and a set of assumptions from which a joint distribution can, in
principle, be computed. Unlike Dependency Graphs, Causal Models are models of
hierarchical and/or parallel processes, rather than models of distributions
(partially) known to a model builder through some sort of gestalt. As such,
Causal Models are more modular, easier to build, more intuitive, and easier to
understand than Dependency Graph Models. Causal Models are formally defined and
Dependency Graph Models are shown to be a special case of them. Algorithms
supporting inference are presented. Parsimonious methods for eliciting
dependent probabilities are presented.",['John F. Lemmer'],2013-03-06T14:20:02Z,http://arxiv.org/abs/1303.1471v1
Weighted circle actions on the Heegaard quantum sphere,"Weighted circle actions on the quantum Heeqaard 3-sphere are considered. The
fixed point algebras, termed quantum weighted Heegaard spheres, and their
representations are classified and described on algebraic and topological
levels. On the algebraic side, coordinate algebras of quantum weighted Heegaard
spheres are interpreted as generalised Weyl algebras, quantum principal circle
bundles and Fredholm modules over them are constructed, and the associated line
bundles are shown to be non-trivial by an explicit calculation of their Chern
numbers. On the topological side, the C*-algebras of continuous functions on
quantum weighted Heegaard spheres are described and their K-groups are
calculated.","['Tomasz Brzeziński', 'Simon A. Fairfax']",2013-05-25T15:55:40Z,http://arxiv.org/abs/1305.5942v2
One-sided asymptotically mean stationary channels,"This paper proposes an analysis of asymptotically mean stationary (AMS)
communication channels. A hierarchy based on stability properties
(stationarity, quasi-stationarity, recurrence and asymptotically mean
stationarity) of channels is identified. Stationary channels are a subclass of
quasi-stationary channels which are a subclass of recurrent AMS channels which
are a subclass of AMS channels. These classes are proved to be stable under
Markovian composition of channels (e.g., the cascade of AMS channels is an AMS
channel). Characterizations of channels of each class are given. Some
properties of the quasi-stationary mean of a channel are established. Finally,
ergodicity conditions of AMS channels are gathered.",['Francois Simon'],2014-03-26T13:11:23Z,http://arxiv.org/abs/1403.6661v1
Units in Near-rings,"We investigate near-ring properties that generalize nearfield properties
about units. We study zero symmetric near-rings $N$ with identity with two
interrelated properties: the units with zero form an additive subgroup of
$(N,+)$; the units act without fixedpoints on $(N,+)$. There are many
similarities between these cases, but also many differences. Rings with these
properties are fields, near-rings allow more possibilities, which are
investigated. Descriptions of constructions are obtained and used to create
examples showing the two properties are independent but related. Properties of
the additive group as a $p$-group are determined and it is shown that proper
examples are neither simple nor $J_2$-semisimple.","['Tim Boykett', 'Gerhard Wendt']",2014-12-04T17:17:32Z,http://arxiv.org/abs/1412.1739v1
"Bounding regions to plane steepest descent curves of quasi convex
  families","Two dimensional steepest descent curves (SDC) for a quasi convex family are
considered; the problem of their extensions (with constraints) outside of a
convex body $K$ is studied. It is shown that possible extensions are
constrained to lie inside of suitable bounding regions depending on $K$. These
regions are bounded by arcs of involutes of the boundary of $K$ and satisfy
many inclusions properties. The involutes of the boundary of an arbitrary plane
convex body are defined and written by their support function. Extensions SDC
of minimal length are constructed. Self contracting sets (with opposite
orientation) are considered, necessary and/or sufficients conditions for them
to be subsets of a SDC are proved.","['Marco Longinetti', 'Paolo Manselli', 'Adriana Venturi']",2015-07-14T09:48:32Z,http://arxiv.org/abs/1507.03789v1
Structure of $^{14}$C and $^{14}$O nuclei within a five-cluster model,"Within a five-particle model (three $\alpha$-particles plus two nucleons),
the structure functions of mirror nuclei $^{14}$C and $^{14}$O are studied.
Using the variational approach with Gaussian bases, the energies and wave
functions are calculated for these five-particle systems. Two spatial
configurations in the ground-state wave function are revealed. The r.m.s.
charge radius of $^{14}$O nucleus is found to be $2.415\pm0.005$ fm. The charge
density distributions and the form factors of both nuclei are predicted. The
pair correlation functions are analyzed, and the r.m.s. relative distances are
calculated. The momentum distributions of particles are found.","['B. E. Grinyuk', 'D. V. Piatnytskyi']",2016-11-23T19:39:04Z,http://arxiv.org/abs/1611.07949v1
Odd Yao-Yao Graphs are Not Spanners,"It is a long standing open problem whether Yao-Yao graphs $\mathsf{YY}_{k}$
are all spanners [li2002sparse]. Bauer and Damian [bauer2013infinite] showed
that all $\mathsf{YY}_{6k}$ for $k \geq 6$ are spanners. Li and Zhan
[li2016almost] generalized their result and proved that all even Yao-Yao graphs
$\mathsf{YY}_{2k}$ are spanners (for $k\geq 42$). However, their technique
cannot be extended to odd Yao-Yao graphs, and whether they are spanners are
still elusive. In this paper, we show that, surprisingly, for any integer $k
\geq 1$, there exist odd Yao-Yao graph $\mathsf{YY}_{2k+1}$ instances, which
are not spanners.","['Yifei Jin', 'Jian Li', 'Wei Zhan']",2017-04-11T03:50:11Z,http://arxiv.org/abs/1704.03132v4
"Structural, elastic, thermal and lattice dynamic properties of new 321
  MAX phases","A new series of MAX family designated as 321 phases are recently reported
with Nb3As2C, V3As2C, Nb3P2C and Ta3P2C. Most of the physical properties of
these new MAX phase compounds are unexplored and the present study aims to
investigate their structural, elastic, thermal, and lattice dynamical
properties. Their mechanical and dynamical stabilities are examined. All the
phases are elastically anisotropic and brittle in nature. The Debye
temperatures and lattice thermal conductivities have been calculated. Lattice
dynamical features are investigated in detail and infrared and Raman modes are
identified. High melting temperature of these compounds are favorable for their
applications at elevated temperatures.","['M. A. Hadi', 'M. A. Rayhan', 'S. H. Naqib', 'A. Chroneos', 'A. K. M. A. Islam']",2019-04-06T14:45:20Z,http://arxiv.org/abs/1904.03459v1
Joint and double coboundaries of commuting contractions,"Let $T$ and $S$ be commuting contractions on a Banach space $X$. The elements
of $(I-T)(I-S)X$ are called {\it double coboundaries}, and the elements of
$(I-T)X \cap (I-S)X$ are called {\it joint cobundaries}. For $U$ and $V$ the
unitary operators induced on $L_2$ by commuting invertible measure preserving
transformations which generate an aperiodic $\mathbb Z^2$-action, we show that
there are joint coboundaries in $L_2$ which are not double coboundaries. We
prove that if $\alpha$,$\beta \in (0,1)$ are irrational, with $T_\alpha$ and
$T_\beta$ induced on $L_1(\mathbb T)$ by the corresponding rotations, then
there are joint coboundaries in $C(\mathbb T)$ which are not measurable double
cobundaries (hence not double coboundaries in $L_1(\mathbb T)$).","['Guy Cohen', 'Michael Lin']",2020-01-19T09:33:19Z,http://arxiv.org/abs/2001.06795v1
"Parabolic and elliptic equations with singular or degenerate
  coefficients: the Dirichlet problem","We consider the Dirichlet problem for a class of elliptic and parabolic
equations in the upper-half space $\mathbb{R}^d_+$, where the coefficients are
the product of $x_d^\alpha, \alpha \in (-\infty, 1),$ and a bounded uniformly
elliptic matrix of coefficients. Thus, the coefficients are singular or
degenerate near the boundary $\{x_d =0\}$ and they may not locally integrable.
The novelty of the work is that we find proper weights under which the
existence, uniqueness, and regularity of solutions in Sobolev spaces are
established. These results appear to be the first of their kind and are new
even if the coefficients are constant. They are also readily extended to
systems of equations.","['Hongjie Dong', 'Tuoc Phan']",2020-09-16T22:47:16Z,http://arxiv.org/abs/2009.07967v1
Tight and stacked triangulations of manifolds,"Tight triangulated manifolds are generalisations of neighborly triangulations
of closed surfaces and are interesting objects in Combinatorial Topology. Tight
triangulated manifolds are conjectured to be minimal. Except few, all the known
tight triangulated manifolds are stacked. It is known that locally stacked
tight triangulated manifolds are strongly minimal. Except for three infinite
series and neighborly surfaces, very few tight triangulated manifolds are
known. From some recent works, we know more on tight triangulation. In this
article, we present a survey on the works done on tight triangulation. In
Section 2, we state some known results on tight triangulations. In Section 3,
we present all the known tight triangulated manifolds. Details are available in
the references mentioned there. In Section 1, we present some essential
definitions.",['Basudeb Datta'],2015-06-01T11:17:57Z,http://arxiv.org/abs/1506.00447v1
Explicit Superconic Curves,"Conics and Cartesian ovals are very important curves in various fields of
science. Also aspheric curves based on conics are useful in optics. Superconic
curves recently suggested by A. Greynolds are extensions of both conics and
Cartesian ovals and have been applied to optics while they are not extensions
of aspheric curves based on conics.
  In this work, we investigate another kind of superconic curves that are
extensions of not only conics and Cartesian ovals but also aspheric curves
based on conics. Moreover, the superconic curves are represented in explicit
form while Greynolds' superconic curves are in implicit form.",['Sunggoo Cho'],2016-01-11T07:01:31Z,http://arxiv.org/abs/1601.03262v1
Guided Waves in Asymmetric Hyperbolic Slab Waveguides. The TM Mode Case,"Nonlinear guided wave modes in an asymmetric slab waveguide formed by an
isotropic dielectric layer placed on a linear or nonlinear substrate and
covered by a hyperbolic material are investigated. Optical axis is normal to
the slab plane. The dispersion relations for TM waves are found. It is shown
that there are additional cut-off frequencies for each TM mode. The effects of
the nonlinearity on the dispersion relations are investigated and discussed.
There are the modes, which are corresponded with situation where the peak of
electric field is localized in the nonlinear substrate. These modes are absent
in the linear waveguide. To excite these modes the power must exceed certain
threshold value.","['Ekaterina I. Lyashko', 'Andrey I. Maimistov']",2016-06-11T14:34:41Z,http://arxiv.org/abs/1606.03603v1
Affine commutative-by-finite Hopf algebras,"The objects of study in this paper are Hopf algebras $H$ which are finitely
generated algebras over an algebraically closed field and are extensions of a
commutative Hopf algebra by a finite dimensional Hopf algebra. Basic structural
and homological properties are recalled and classes of examples are listed.
Bounds are obtained on the dimensions of simple $H$-modules, and the structure
of $H$ is shown to be severely constrained when the finite dimensional
extension is semisimple and cosemisimple.","['Kenneth Brown', 'Miguel Couto']",2019-07-24T15:40:16Z,http://arxiv.org/abs/1907.10527v1
Feature Extraction in Augmented Reality,"Augmented Reality (AR) is used for various applications associated with the
real world. In this paper, first, describe characteristics and essential
services of AR. Brief history on Virtual Reality (VR) and AR is also mentioned
in the introductory section. Then, AR Technologies along with its workflow is
depicted, which includes the complete AR Process consisting of the stages of
Image Acquisition, Feature Extraction, Feature Matching, Geometric
Verification, and Associated Information Retrieval. Feature extraction is the
essence of AR hence its details are furnished in the paper.","['Jekishan K. Parmar', 'Ankit Desai']",2019-11-09T14:24:56Z,http://arxiv.org/abs/1911.09177v1
On the Fourier Transform Approach to Quantum Error Control,"Quantum codes are subspaces of the state space of a quantum system that are
used to protect quantum information. Some common classes of quantum codes are
stabilizer (or additive) codes, non-stabilizer (or non-additive) codes obtained
from stabilizer codes, and Clifford codes. These are analyzed in a framework
using the Fourier transform on finite groups, the finite group in question
being a subgroup of the quantum error group considered. All the classes of
codes that can be obtained in this framework are explored, including codes more
general than Clifford codes. The error detection properties of one of these
more general classes (""direct sums of translates of Clifford codes"") are
characterized. Examples codes are constructed, and computer code search results
presented and analysed.",['Hari Dilip Kumar'],2012-08-24T05:29:41Z,http://arxiv.org/abs/1208.4907v1
Planar Shielded-Loop Resonators,"The design and analysis of planar shielded-loop resonators for use in
wireless non-radiative power transfer systems is presented. The difficulties
associated with coaxial shielded-loop resonators for wireless power transfer
are discussed and planar alternatives are proposed. The currents along these
planar structures are analyzed and first-order design equations are presented
in the form of a circuit model. In addition, the planar structures are
simulated and fabricated. Planar shielded-loop resonators are compact and
simple to fabricate. Moreover, they are well-suited for printed circuit board
designs or integrated circuits","['Brian B. Tierney', 'Anthony Grbic']",2014-02-06T00:50:00Z,http://arxiv.org/abs/1402.1219v1
Planar graphs as L-intersection or L-contact graphs,"The L-intersection graphs are the graphs that have a representation as
intersection graphs of axis parallel shapes in the plane. A subfamily of these
graphs are {L, |, --}-contact graphs which are the contact graphs of axis
parallel L, |, and -- shapes in the plane. We prove here two results that were
conjectured by Chaplick and Ueckerdt in 2013. We show that planar graphs are
L-intersection graphs, and that triangle-free planar graphs are {L, |,
--}-contact graphs. These results are obtained by a new and simple
decomposition technique for 4-connected triangulations. Our results also
provide a much simpler proof of the known fact that planar graphs are segment
intersection graphs.","['Daniel Gonçalves', 'Lucas Isenmann', 'Claire Pennarun']",2017-07-27T12:28:05Z,http://arxiv.org/abs/1707.08833v2
"Anti-Chaos Control via Nonlinear Schrödinger Equations for the secured
  optical communication","Coupled nonlinear Schr\""odinger equations, governing the propagation of
envelopes of electromagnetic waves in birefringent optical fibers, are studied
in this paper for their potential applications in the secured optical
communication. Periodicity and integrability of the CNLS equations are obtained
via the phase-plane analysis. With the time-delay and perturbations introduced,
CNLS equations are chaotified and a chaotic system is proposed. Numerical and
analytical methods are conducted on such system: (I) Phase projections are
given and the final chaotic states can be observed. (II) Power spectra and the
largest Lyapunov exponents are calculated to corroborate that those motions are
indeed chaotic.","['Zhenyu Tang', 'Hui-Ling Zhen']",2018-11-19T01:09:38Z,http://arxiv.org/abs/1812.02818v1
Text Summarization in the Biomedical Domain,"This chapter gives an overview of recent advances in the field of biomedical
text summarization. Different types of challenges are introduced, and methods
are discussed concerning the type of challenge that they address. Biomedical
literature summarization is explored as a leading trend in the field, and some
future lines of work are pointed out. Underlying methods of recent
summarization systems are briefly explained and the most significant evaluation
results are mentioned. The primary purpose of this chapter is to review the
most significant research efforts made in the current decade toward new methods
of biomedical text summarization. As the main parts of this chapter, current
trends are discussed and new challenges are introduced.","['Milad Moradi', 'Nasser Ghadiri']",2019-08-06T09:57:08Z,http://arxiv.org/abs/1908.02285v1
"Compact complex manifolds whose complement of an analytic subset is
  Kahler","In this paper, we consider a class of balanced manifolds and provide a proof
of a problem proposed by Silva-that compact complex manifolds that are Kahler
outside an analytic subset are balanced. Next, as a special case of this
theorem, we prove that compact complex manifolds which are Kahler outside a
Kahler submanifold are class C. Finally, we prove that a blow up along a
submanifold of Hironaka's examples are Kahler, and we establish that Hironaka's
examples are examples of this theorem.",['Hirokazu Shimobe'],2020-03-25T04:12:12Z,http://arxiv.org/abs/2003.11207v2
Asymptotic properties of neutral type linear systems,"Exponential stability and solution estimates are investigated for a delay
system $$ \dot{x}(t) - A(t)\dot{x}(g(t))=\sum_{k=1}^m B_k(t)x(h_k(t)) $$ of a
neutral type, where $A$ and $B_k$ are $n\times n$ bounded matrix functions, and
$g, h_k$ are delayed arguments. Stability tests are applicable to a wide class
of linear neutral systems with time-varying coefficients and delays. In
addition, explicit exponential estimates for solutions of both homogeneous and
non-homogeneous neutral systems are obtained for the first time. These
inequalities are not just asymptotic estimates, they are valid on every finite
segment and evaluate both short- and long-term behaviour of solutions.","['Leonid Berezansky', 'Elena Braverman']",2020-12-21T17:25:55Z,http://arxiv.org/abs/2012.11507v1
Williams' Conjecture holds for meteor graphs,"A meteor graph is a connected graph with no sources and sinks consisting of
two disjoint cycles and the paths connecting these cycles. We prove that two
meteor graphs are shift equivalent if and only if they are strongly shift
equivalent, if and only if their corresponding Leavitt path algebras are graded
Morita equivalent, if and only if their graded $K$-theories, $K_0^{gr}$, are
$\mathbb Z [x,x^{-1}]$-module isomorphic. As a consequence, the Leavitt path
algebras of meteor graphs are graded Morita equivalent if and only if their
graph $C^*$-algebras are equivariant Morita equivalent.","['L. G. Cordeiro', 'E. Gillaspy', 'D. Goncalves', 'R. Hazrat']",2023-04-12T13:53:07Z,http://arxiv.org/abs/2304.05862v1
Geometric Infinitely Divisible Autoregressive Models,"In this article, we discuss some geometric infinitely divisible (gid) random
variables using the Laplace exponents which are Bernstein functions and study
their properties. The distributional properties and limiting behavior of the
probability densities of these gid random variables at 0+ are studied. The
autoregressive (AR) models with gid marginals are introduced. Further, the
first order AR process is generalised to kth order AR process. We also provide
the parameter estimation method based on conditional least square and method of
moments for the introduced AR(1) processes.","['Monika Singh Dhull', 'Arun Kumar']",2023-09-06T02:09:57Z,http://arxiv.org/abs/2309.02661v1
"Fibonacci or Lucas numbers that are products of two Lucas numbers or two
  Fibonacci numbers","This contribution presents all possible solutions to the Diophantine
equations $F_k=L_mL_n$ and $L_k=F_mF_n$. To be clear, Fibonacci numbers that
are the product of two arbitrary Lucas numbers and Lucas numbers that are the
product of two arbitrary Fibonacci numbers are determined herein. The results
under consideration are proven by using Dujella-Peth\""o lemma in coordination
with Matveev's theorem. All common terms of the Fibonacci and Lucas numbers are
determined. Further, the Lucas-square Fibonacci and Fibonacci-square Lucas
numbers are given.","['Ahmet Daşdemir', 'Ahmet Emin']",2023-12-05T08:49:38Z,http://arxiv.org/abs/2312.02577v1
Wait-time Distributions for Photoelectric Detection of Light,"Wait-time distributions for the $n$th photo-detection at a detector
illuminated by a stationary light beam are studied. Both unconditional
measurements, initiated at an arbitrary instant, and conditional measurements,
initiated upon a photo-detection, are considered. Simple analytic expressions
are presented for several classical and quantum sources of light and are used
to quantify and compare photon sequences generated by them. These distributions
can be measured in photon counting experiments and are useful in characterizing
and generating photon sequences with prescribed statistics. Effects of non-unit
detection efficiency are also discussed, and curves are presented to illustrate
the behavior.","['Luis Felipe Morales Bultron', 'Reeta Vyas', 'Surendra Singh']",2023-12-14T21:03:14Z,http://arxiv.org/abs/2312.09339v1
Projection-algebras and quantum logic,"P-algebras are a non-commutative, non-associative generalization of Boolean
algebras that are for Quantum Logic what Boolean algebras are for Classical
Logic.The closed subspaces of a separable Hilbert space form a P-algebra under
orthogonal complementation and projection of a subspace onto another one.
P-algebras are complemented orthomodular posets that are not lattices. Atomic
algebras are defined and their main properties are studied. A substructural
logic of sequents is proved to be sound and complete for the logic of
P-algebras.",['Daniel Lehmann'],2024-02-10T20:52:50Z,http://arxiv.org/abs/2402.07042v1
Hyperbolic Jacobsthal Spinor Sequences and Their Mathematical Properties,"In this study, novel Hyperbolic spinor sequences of Jacobsthal,
Jacobsthal-Lucas and Jacobsthal polynomial, which have not been studied before,
are defined by investigating the relationship between spinors, which are
important mathematical objects used in physics and mathematics, and split
Jacobsthal and split Jacobsthal-Lucas quaternions, which are extensions of the
known Jacobsthal and Jacobsthal-Lucas numbers to quaternion algebra. The
recurrence relations of sequences whose members are Hyperbolic Jacobsthal,
Jacobsthal-Lucas and Jacobsthal polynomial spinors are described. Additionally,
certain properties of these spinors, such as the generator function and Binet
formula, are presented and some identities resulting from these spinors are
obtained.","['Selime Beyza Özçevik', 'Abdullah Dertli']",2024-02-16T22:12:58Z,http://arxiv.org/abs/2403.14632v1
Error Correcting Codes on Algebraic Surfaces,"Error correcting codes are defined and important parameters for a code are
explained. Parameters of new codes constructed on algebraic surfaces are
studied. In particular, codes resulting from blowing up points in $\proj^2$ are
briefly studied, then codes resulting from ruled surfaces are covered. Codes
resulting from ruled surfaces over curves of genus 0 are completely analyzed,
and some codes are discovered that are better than direct product Reed Solomon
codes of similar length. Ruled surfaces over genus 1 curves are also studied,
but not all classes are completely analyzed. However, in this case a family of
codes are found that are comparable in performance to the direct product code
of a Reed Solomon code and a Goppa code. Some further work is done on surfaces
from higher genus curves, but there remains much work to be done in this
direction to understand fully the resulting codes. Codes resulting from blowing
points on surfaces are also studied, obtaining necessary parameters for
constructing infinite families of such codes.
  Also included is a paper giving explicit formulas for curves with more
\field{q}-rational points than were previously known for certain combinations
of field size and genus. Some upper bounds are now known to be optimal from
these examples.",['Chris Lomont'],2003-09-07T00:07:48Z,http://arxiv.org/abs/math/0309123v1
"Retargetable AR: Context-aware Augmented Reality in Indoor Scenes based
  on 3D Scene Graph","In this paper, we present Retargetable AR, a novel AR framework that yields
an AR experience that is aware of scene contexts set in various real
environments, achieving natural interaction between the virtual and real
worlds. To this end, we characterize scene contexts with relationships among
objects in 3D space, not with coordinates transformations. A context assumed by
an AR content and a context formed by a real environment where users experience
AR are represented as abstract graph representations, i.e. scene graphs. From
RGB-D streams, our framework generates a volumetric map in which geometric and
semantic information of a scene are integrated. Moreover, using the semantic
map, we abstract scene objects as oriented bounding boxes and estimate their
orientations. With such a scene representation, our framework constructs, in an
online fashion, a 3D scene graph characterizing the context of a real
environment for AR. The correspondence between the constructed graph and an AR
scene graph denoting the context of AR content provides a semantically
registered content arrangement, which facilitates natural interaction between
the virtual and real worlds. We performed extensive evaluations on our
prototype system through quantitative evaluation of the performance of the
oriented bounding box estimation, subjective evaluation of the AR content
arrangement based on constructed 3D scene graphs, and an online AR
demonstration. The results of these evaluations showed the effectiveness of our
framework, demonstrating that it can provide a context-aware AR experience in a
variety of real scenes.","['Tomu Tahara', 'Takashi Seno', 'Gaku Narita', 'Tomoya Ishikawa']",2020-08-18T09:25:55Z,http://arxiv.org/abs/2008.07817v1
"Long-Term Evolution of Magnetic Fields in Flaring Active Region NOAA
  12673","During the lifetime of AR 12673, its magnetic field evolved drastically and
produced numerous large flares. In this study, using full maps of the Sun
observed by the Solar Dynamics Observatory and the Solar Terrestrial Relations
Observatory, we identified that AR 12673 emerged in decayed AR 12665, which had
survived for two solar rotations. Although both ARs emerged at the same
location, they possessed different characteristics and different flare
productivities. Therefore, it is important to study the long-term magnetic
evolution of both ARs to identify the distinguishing characteristics of an AR
that can produce large solar flares. We used the Spaceweather Helioseismic and
Magnetic Imager Active Region Patch data to investigate the evolution of the
photospheric magnetic field and other physical properties of the recurring ARs
during five Carrington rotations. All these investigated parameters dynamically
evolved through a series of solar rotations. We compared the long-term
evolution of AR 12665 and AR 12673 to understand the differences in their
flare-producing properties. We also studied the relation of the long-term
evolution of these ARs with the presence of active longitude. We found that the
magnetic flux and complexity of AR 12673 developed much faster than those of AR
12665. Our results confirmed that a strong emerging flux that emerged in the
pre-existing AR near the active longitude created a very strong and complex AR
that produced large flares.","['Johan Muhamad', 'Muhamad Zamzam Nurzaman', 'Tiar Dani', 'Arun Relung Pamutri']",2021-10-14T13:59:26Z,http://arxiv.org/abs/2110.07369v1
Saliency in Augmented Reality,"With the rapid development of multimedia technology, Augmented Reality (AR)
has become a promising next-generation mobile platform. The primary theory
underlying AR is human visual confusion, which allows users to perceive the
real-world scenes and augmented contents (virtual-world scenes) simultaneously
by superimposing them together. To achieve good Quality of Experience (QoE), it
is important to understand the interaction between two scenarios, and
harmoniously display AR contents. However, studies on how this superimposition
will influence the human visual attention are lacking. Therefore, in this
paper, we mainly analyze the interaction effect between background (BG) scenes
and AR contents, and study the saliency prediction problem in AR. Specifically,
we first construct a Saliency in AR Dataset (SARD), which contains 450 BG
images, 450 AR images, as well as 1350 superimposed images generated by
superimposing BG and AR images in pair with three mixing levels. A large-scale
eye-tracking experiment among 60 subjects is conducted to collect eye movement
data. To better predict the saliency in AR, we propose a vector quantized
saliency prediction method and generalize it for AR saliency prediction. For
comparison, three benchmark methods are proposed and evaluated together with
our proposed method on our SARD. Experimental results demonstrate the
superiority of our proposed method on both of the common saliency prediction
problem and the AR saliency prediction problem over benchmark methods. Our
dataset and code are available at: https://github.com/DuanHuiyu/ARSaliency.","['Huiyu Duan', 'Wei Shen', 'Xiongkuo Min', 'Danyang Tu', 'Jing Li', 'Guangtao Zhai']",2022-04-18T13:25:07Z,http://arxiv.org/abs/2204.08308v2
"Magnetic fluxes of solar active regions of different
  magneto-morphological classes: I. Cyclic variations","Data for 3046 solar active regions (ARs) observed since May 12, 1996 to
December 27, 2021 were utilized to explore how the magnetic fluxes from ARs of
different complexity follow the solar cycle. Magnetograms from the Michelson
Doppler Imager instrument on the Solar and Heliospheric Observatory and from
the Helioseismic and Magnetic Imager instrument on the Solar Dynamics
Observatory were utilized. Each AR was classified as a regular bipolar AR
(classes A1 or A2), or as an irregular bipolar AR (class B1), or as a
multipolar AR (classes B2 or B3). Unipolar ARs were segregated into a specific
class U. We found the following results. Unsigned magnetic fluxes from ARs of
different classes evolve synchronously following the cycle, the correlation
coefficient between the flux curves varies in a range of (0.70 - 0.99). The
deepest solar minimum is observed simultaneously for all classes. Only the most
simple ARs were observed during a deepest minimum: A1- and B1-class ARs. The
overall shape of a cycle is governed by the regular ARs, whereas the fine
structure of a solar maximum is determined by the most complex irregular ARs.
Approximately equal amount of flux (45$-$50% of the total flux) is contributed
by the A-class and B-class ARs during a solar maximum. Thus, observations allow
us to conclude that the appearance of ARs with the magnetic flux above
10$^{21}$ Mx is caused by the solar dynamo that operates as a unique process
displaying the properties of a non-linear dynamical dissipative system with a
cyclic behaviour and unavoidable fluctuations.","['Valentina I. Abramenko', 'Regina A. Suleymanova', 'Anastasija V. Zhukova']",2022-12-14T09:08:04Z,http://arxiv.org/abs/2212.07115v1
"Towards a live homogeneous database of solar active regions based on
  SOHO/MDI and SDO/HMI synoptic magnetograms. I. Automatic detection and
  calibration","Recent studies indicate that a small number of rogue solar active regions
(ARs) may have a significant impact on the end-of-cycle polar field and the
long-term behavior of solar activity. The impact of individual ARs can be
qualified based on their magnetic field distribution. This motivates us to
build a live homogeneous AR database in a series of papers. As the first of the
series, we develop a method to automatically detect ARs from 1996 onwards based
on SOHO/MDI and SDO/HMI synoptic magnetograms. The method shows its advantages
in excluding decayed ARs and unipolar regions and being compatible with any
available synoptic magnetograms. The identified AR flux and area are calibrated
based on the co-temporal SDO/HMI and SOHO/MDI data. The homogeneity and
reliability of the database are further verified by comparing it with other
relevant databases. We find that ARs with weaker flux have a weaker cycle
dependence. Stronger ARs show the weaker cycle 24 compared with cycle 23.
Several basic parameters, namely, location, area, and flux of negative and
positive polarities of identified ARs are provided in the paper. This paves the
way for AR's new parameters quantifying the impact on the long-term behavior of
solar activity to be presented in the subsequent paper of the series. The
constantly updated database covering more than two full solar cycles will be
beneficial for the understanding and prediction of the solar cycle. The
database and the detection codes are accessible online.","['Ruihui Wang', 'Jie Jiang', 'Yukun Luo']",2023-08-14T03:15:35Z,http://arxiv.org/abs/2308.06914v1
