title,summary,authors,published,link,category,JAsummary
"Neural Étendue Expander for Ultra-Wide-Angle High-Fidelity
  Holographic Display","Holographic displays can generate light fields by dynamically modulating the wavefront of a coherent beam of light using a spatial light modulator, promising rich virtual and augmented reality applications. However, the limited spatial resolution of existing dynamic spatial light modulators imposes a tight bound on the diffraction angle. As a result, modern holographic displays possess low \'{e}tendue, which is the product of the display area and the maximum solid angle of diffracted light. The low \'{e}tendue forces a sacrifice of either the field-of-view (FOV) or the display size. In this work, we lift this limitation by presenting neural \'{e}tendue expanders. This new breed of optical elements, which is learned from a natural image dataset, enables higher diffraction angles for ultra-wide FOV while maintaining both a compact form factor and the fidelity of displayed contents to human viewers. With neural \'{e}tendue expanders, we experimentally achieve 64$\times$ \'{e}tendue expansion of natural images in full color, expanding the FOV by an order of magnitude horizontally and vertically, with high-fidelity reconstruction quality (measured in PSNR) over 29 dB on retinal-resolution images.","['Ethan Tseng', 'Grace Kuo', 'Seung-Hwan Baek', 'Nathan Matsuda', 'Andrew Maimone', 'Florian Schiffers', 'Praneeth Chakravarthula', 'Qiang Fu', 'Wolfgang Heidrich', 'Douglas Lanman', 'Felix Heide']",2021-09-16T17:21:52Z,http://arxiv.org/abs/2109.08123v4,"['eess.IV', 'cs.CV', 'physics.optics']","ホログラフィック・ディスプレイは、空間光変調器を用いてコヒーレントな光ビームの波面を動的に変調することで光場を生成することができ、豊かな仮想現実や拡張現実の応用が期待されている。しかし、既存の動的空間光変調器の限られた空間分解能は、回折角に厳しい制限を課している。その結果、最新のホログラフィック・ディスプレイは、ディスプレイ面積と回折光の最大立体角の積である低い ""e ""テンデューを有しています。e}テンデューが低いため、視野角（FOV）かディスプレイサイズのどちらかを犠牲にせざるを得ません。この研究において、私たちは神経用テンデューエキスパンダを提示することで、この制限を解除します。この新しい種類の光学素子は、自然画像データセットから学習され、コンパクトなフォームファクターと表示されたコンテンツの人間の視聴者への忠実度の両方を維持しながら、超広視野角のためのより高い回折角を可能にします。我々は、ニューロ・⾊⾊拡張素⼦を使⽤して、フルカラーの⾃然画像の64倍⾊の⾊拡張を実験的に実現し、FOVを水平・垂直方向に⼀桁拡⼤し、網膜解像度の画像で29dB以上の⾼忠実な再構成品質（PSNRで測定）を得ました。"
PoseKernelLifter: Metric Lifting of 3D Human Pose using Sound,"Reconstructing the 3D pose of a person in metric scale from a single view image is a geometrically ill-posed problem. For example, we can not measure the exact distance of a person to the camera from a single view image without additional scene assumptions (e.g., known height). Existing learning based approaches circumvent this issue by reconstructing the 3D pose up to scale. However, there are many applications such as virtual telepresence, robotics, and augmented reality that require metric scale reconstruction. In this paper, we show that audio signals recorded along with an image, provide complementary information to reconstruct the metric 3D pose of the person.   The key insight is that as the audio signals traverse across the 3D space, their interactions with the body provide metric information about the body's pose. Based on this insight, we introduce a time-invariant transfer function called pose kernel -- the impulse response of audio signals induced by the body pose. The main properties of the pose kernel are that (1) its envelope highly correlates with 3D pose, (2) the time response corresponds to arrival time, indicating the metric distance to the microphone, and (3) it is invariant to changes in the scene geometry configurations. Therefore, it is readily generalizable to unseen scenes. We design a multi-stage 3D CNN that fuses audio and visual signals and learns to reconstruct 3D pose in a metric scale. We show that our multi-modal method produces accurate metric reconstruction in real world scenes, which is not possible with state-of-the-art lifting approaches including parametric mesh regression and depth regression.","['Zhijian Yang', 'Xiaoran Fan', 'Volkan Isler', 'Hyun Soo Park']",2021-12-01T01:34:56Z,http://arxiv.org/abs/2112.00216v2,"['cs.CV', 'cs.SD', 'eess.AS']",シングルビュー画像からメトリックスケールで人物の3Dポーズを再構築することは、幾何学的に非ポーズ問題です。例えば、シーンの仮定（例えば既知の身長）を追加しなければ、シングルビュー画像からカメラに対する人物の正確な距離を測定することはできません。既存の学習ベースのアプローチは、3Dポーズをスケールアップして再構成することで、この問題を回避している。しかし、仮想テレプレゼンス、ロボット工学、拡張現実など、メトリックスケールの再構成を必要とするアプリケーションは多い。本論文では、画像とともに記録された音声信号が、人物のメトリック3Dポーズを再構成するための補完的な情報を提供することを示す。   重要な洞察は、音声信号が3D空間を横断する際に、身体との相互作用により、身体のポーズに関するメトリック情報が得られることである。この洞察に基づき、我々はポーズカーネルと呼ばれる時間不変の伝達関数を導入します。ポーズカーネルの主な特性は、(1)その包絡線が3次元ポーズと高い相関を持つこと、(2)時間応答が到着時間に対応し、マイクロホンまでのメトリック距離を示すこと、(3)シーン形状の構成の変化に対して不変であること、である。したがって、未知のシーンにも容易に一般化できる。我々は、音声信号と視覚信号を融合し、3Dポーズをメトリックスケールで再構成するように学習する多段3D CNNを設計する。パラメトリックメッシュ回帰や深度回帰を含む最新のリフティングアプローチでは不可能である、実世界のシーンにおいて、我々のマルチモーダル手法が正確なメトリック再構成を行うことを示す。
Volumetric Disentanglement for 3D Scene Manipulation,"Recently, advances in differential volumetric rendering enabled significant breakthroughs in the photo-realistic and fine-detailed reconstruction of complex 3D scenes, which is key for many virtual reality applications. However, in the context of augmented reality, one may also wish to effect semantic manipulations or augmentations of objects within a scene. To this end, we propose a volumetric framework for (i) disentangling or separating, the volumetric representation of a given foreground object from the background, and (ii) semantically manipulating the foreground object, as well as the background. Our framework takes as input a set of 2D masks specifying the desired foreground object for training views, together with the associated 2D views and poses, and produces a foreground-background disentanglement that respects the surrounding illumination, reflections, and partial occlusions, which can be applied to both training and novel views. Our method enables the separate control of pixel color and depth as well as 3D similarity transformations of both the foreground and background objects. We subsequently demonstrate the applicability of our framework on a number of downstream manipulation tasks including object camouflage, non-negative 3D object inpainting, 3D object translation, 3D object inpainting, and 3D text-based object manipulation. Full results are given in our project webpage at https://sagiebenaim.github.io/volumetric-disentanglement/","['Sagie Benaim', 'Frederik Warburg', 'Peter Ebert Christensen', 'Serge Belongie']",2022-06-06T17:57:07Z,http://arxiv.org/abs/2206.02776v1,['cs.CV'],近年、ディファレンシャル・ボリューメトリック・レンダリングの進歩により、複雑な3Dシーンのフォト・リアリスティックで精細な再構成が飛躍的に向上した。しかし、拡張現実感の文脈では、シーン内のオブジェクトの意味的操作や拡張を行いたい場合もある。この目的のために、我々は、(i)背景から与えられた前景オブジェクトの体積表現を分離し、(ii)背景と同様に前景オブジェクトを意味的に操作するための体積フレームワークを提案する。私たちのフレームワークは、トレーニングビューのための望ましい前景オブジェクトを指定する2Dマスクのセットを、関連する2Dビューとポーズとともに入力として受け取り、周囲の照明、反射、部分的なオクルージョンを尊重する前景-背景分離を生成します。本手法は、前景オブジェクトと背景オブジェクトの3次元類似性変換だけでなく、ピクセルの色と奥行きを別々に制御することが可能である。続いて、オブジェクトカモフラージュ、非負3Dオブジェクトインペインティング、3Dオブジェクトトランスレーション、3Dオブジェクトインペインティング、3Dテキストベースオブジェクトマニュピュレーションを含む、多くのダウンストリームマニュピュレーションタスクにおいて、我々のフレームワークの適用可能性を実証する。全結果は、我々のプロジェクトのウェブページ（https://sagiebenaim.github.io/volumetric-disentanglement/）に掲載されている。
"Microservice Architecture Reconstruction and Visualization Techniques: A
  Review","Microservice system solutions are driving digital transformation; however, fundamental tools and system perspectives are missing to better observe, understand, and manage these systems, their properties, and their dependencies. Microservices architecture leads towards decentralization, which implies many advantages to system operation; it, however, brings challenges to their development. Microservice systems often lack a system-centric perspective that would help engineers better cope with system evolution and quality assessment. In this work, we explored microservice-specific architecture reconstruction based on static analysis. Such reconstruction typically results in system models to visualize selected system-centric perspectives. Conventional models involve 2D methods; however, these methods are limited in utility when services proliferate. We considered various architectural perspectives relevant to microservices and assessed the relevancy of the traditional method, comparing it to alternative data visualization using 3D space. As a representative of the 3D method, we considered a 3D graph model presented in augmented reality. To begin testing the feasibility of deriving such perspectives from microservice systems, we developed and implemented prototype tools for software architecture reconstruction and visualization of compared perspectives. Using these prototypes, we performed a small user study with software practitioners to highlight the potentials and limitations of these innovative visualizations used for common practitioner reasoning and tasks.","['Tomas Cerny', 'Amr S. Abdelfattah', 'Vincent Bushong', 'Abdullah Al Maruf', 'Davide Taibi']",2022-07-06T21:45:33Z,http://arxiv.org/abs/2207.02988v2,['cs.SE'],マイクロサービス・システム・ソリューションはデジタルトランスフォーメーションを推進しているが、これらのシステム、その特性、依存関係をよりよく観察、理解、管理するための基本的なツールやシステム視点が欠けている。マイクロサービス・アーキテクチャは分散化をもたらし、システム運用に多くの利点をもたらします。マイクロサービスシステムには、エンジニアがシステムの進化や品質評価にうまく対処できるような、システム中心の視点が欠けていることが多い。本研究では、静的解析に基づくマイクロサービス固有のアーキテクチャ再構築について検討した。このような再構築は、通常、選択されたシステム中心の視点を視覚化するためのシステムモデルに帰結する。従来のモデルには2次元的な手法が用いられているが、サービスが大量に存在する場合、これらの手法の有用性には限界がある。私たちは、マイクロサービスに関連するさまざまなアーキテクチャの視点を検討し、3D空間を使用した代替のデータ可視化と比較しながら、従来の手法の妥当性を評価しました。3D手法の代表として、拡張現実（AR）で表示される3Dグラフモデルを検討した。マイクロサービス・システムからこのようなパースペクティブを導き出すことの実現可能性をテストし始めるために、ソフトウェア・アーキテクチャの再構築と比較されたパースペクティブの視覚化のためのプロトタイプ・ツールを開発し、実装した。これらのプロトタイプを使用して、ソフトウェア実務者を対象とした小規模なユーザー調査を実施し、実務者の一般的な推論やタスクに使用されるこれらの革新的な可視化の可能性と限界を明らかにした。
Student Research Abstract: Microservices-based Systems Visualization,"The evolution of decentralized microservice-based systems is challenging. These challenges are classified into static and dynamic categories. Regarding the static perspective, documenting and visualizing the fluid application topology is something few have been able to accomplish. Building an architecture map of services design is a complicated task in its interpretation rather than construction. Therefore, the system-centric and up-to-date view became essential for such distributed systems. The dynamic perspective considers the process of investigation and service path detection. Therefore performing root cause analysis is a burdening task; such that tracing data is needed to be put in the right context to facilitate the investigation. Moreover, visualizing these traces over the traditional visualization techniques couldn't be feasible with the large number of microservices involved in the system. This paper proposes a visualization concept for microservices-based systems using the Augmented Reality (AR) technique, which merges these static and dynamic behaviors into a single centric view. In addition, we challenge the difficulty related to tracing and debugging an issue in such distributed systems. This concept is designed to work as a dynamic documentation and traceability platform for these systems. A proof of concept and a research study are implemented to show the viability and success of this proposal.",['Amr S. Abdelfattah'],2022-07-23T21:05:20Z,http://arxiv.org/abs/2207.12998v1,['cs.SE'],分散型マイクロサービス・ベースのシステムの進化は挑戦的である。これらの課題は、静的なカテゴリーと動的なカテゴリーに分類される。静的な観点については、流動的なアプリケーションのトポロジーを文書化し、可視化することは、ほとんど達成できていない。サービス設計のアーキテクチャマップの構築は、構築というよりも、その解釈において複雑な作業である。そのため、このような分散システムでは、システム中心の最新の視点が不可欠となった。動的な視点は、調査とサービスパスの検出のプロセスを考慮する。そのため、根本原因分析を行うことは負担の大きい作業であり、調査を容易にするためにトレースデータを適切な文脈に置く必要がある。さらに、従来の可視化技術でこれらのトレースを可視化することは、システムに含まれる多数のマイクロサービスでは実現不可能でした。本論文では、拡張現実（AR）技術を使用して、マイクロサービスベースのシステムのための可視化コンセプトを提案します。さらに、このような分散システムにおける問題のトレースとデバッグに関連する困難に挑戦する。このコンセプトは、このようなシステムの動的なドキュメンテーションとトレーサビリティ・プラットフォームとして機能するように設計されている。この提案の実行可能性と成功を示すために、概念実証と調査研究を実施する。
Realistic Hair Synthesis with Generative Adversarial Networks,"Recent successes in generative modeling have accelerated studies on this subject and attracted the attention of researchers. One of the most important methods used to achieve this success is Generative Adversarial Networks (GANs). It has many application areas such as; virtual reality (VR), augmented reality (AR), super resolution, image enhancement. Despite the recent advances in hair synthesis and style transfer using deep learning and generative modelling, due to the complex nature of hair still contains unsolved challenges. The methods proposed in the literature to solve this problem generally focus on making high-quality hair edits on images. In this thesis, a generative adversarial network method is proposed to solve the hair synthesis problem. While developing this method, it is aimed to achieve real-time hair synthesis while achieving visual outputs that compete with the best methods in the literature. The proposed method was trained with the FFHQ dataset and then its results in hair style transfer and hair reconstruction tasks were evaluated. The results obtained in these tasks and the operating time of the method were compared with MichiGAN, one of the best methods in the literature. The comparison was made at a resolution of 128x128. As a result of the comparison, it has been shown that the proposed method achieves competitive results with MichiGAN in terms of realistic hair synthesis, and performs better in terms of operating time.","['Muhammed Pektas', 'Aybars Ugur']",2022-09-13T11:48:26Z,http://arxiv.org/abs/2209.12875v1,"['cs.GR', 'cs.CV']",近年の生成モデリングの成功は、このテーマの研究を加速させ、研究者の注目を集めている。この成功を達成するために使用される最も重要な手法の1つが、Generative Adversarial Networks（GAN）である。GANは、仮想現実（VR）、拡張現実（AR）、超解像、画像強調など、多くの応用分野がある。近年、ディープラーニングと生成モデリングを用いた髪の合成とスタイル変換が進歩したにもかかわらず、髪の複雑な性質のため、まだ未解決の課題が残っている。この問題を解決するために文献で提案されている方法は、一般的に画像上で高品質な髪の編集を行うことに焦点を当てている。本論文では、毛髪合成問題を解決するために、生成的敵対ネットワーク法を提案する。本手法を開発する一方で、文献中の最良の手法に匹敵する視覚的出力を達成しつつ、リアルタイムの毛髪合成を実現することを目指した。提案手法は、FFHQデータセットを用いて学習され、その後、ヘアスタイルの転送と髪の再構成タスクにおける結果が評価された。これらのタスクで得られた結果と本手法の動作時間を、文献で最も優れた手法の一つであるMichiGANと比較した。比較は128x128の解像度で行った。比較の結果、提案手法は現実的な毛髪合成においてMichiGANと遜色のない結果を達成し、動作時間の点でも優れていることが示された。
"A Novel Light Field Coding Scheme Based on Deep Belief Network &
  Weighted Binary Images for Additive Layered Displays","Light-field displays create an immersive experience by providing binocular depth sensation and motion parallax. Stacking light attenuating layers is one approach to implement a light field display with a broader depth of field, wide viewing angles and high resolution. Due to the transparent holographic optical element (HOE) layers, additive layered displays can be integrated into augmented reality (AR) wearables to overlay virtual objects onto the real world, creating a seamless mixed reality (XR) experience. This paper proposes a novel framework for light field representation and coding that utilizes Deep Belief Network (DBN) and weighted binary images suitable for additive layered displays. The weighted binary representation of layers makes the framework more flexible for adaptive bitrate encoding. The framework effectively captures intrinsic redundancies in the light field data, and thus provides a scalable solution for light field coding suitable for XR display applications. The latent code is encoded by H.265 codec generating a rate-scalable bit-stream. We achieve adaptive bitrate decoding by varying the number of weighted binary images and the H.265 quantization parameter, while maintaining an optimal reconstruction quality. The framework is tested on real and synthetic benchmark datasets, and the results validate the rate-scalable property of the proposed scheme.","['Sally Khaidem', 'Mansi Sharma']",2022-10-04T08:18:06Z,http://arxiv.org/abs/2210.01447v2,"['cs.CV', 'eess.IV']",ライトフィールドディスプレイは、両眼の奥行き感覚と運動視差を提供することで、没入感を生み出します。光減衰層を積層することは、より広い被写界深度、広視野角、高解像度を持つライトフィールドディスプレイを実現する1つのアプローチである。透明なホログラフィック光学素子（HOE）層により、加法積層ディスプレイを拡張現実（AR）ウェアラブルに組み込んで、仮想オブジェクトを現実世界にオーバーレイし、シームレスな複合現実（XR）体験を作り出すことができる。本稿では、ディープ・ビリーフ・ネットワーク（Deep Belief Network：DBN）と加重2値画像を利用した、ライトフィールド表現と符号化のための新しいフレームワークを提案する。レイヤーの重み付き2値表現により、フレームワークは適応ビットレートエンコーディングに対してより柔軟になる。このフレームワークは、ライトフィールドデータに内在する冗長性を効果的に捉え、XRディスプレイアプリケーションに適したライトフィールドコーディングのためのスケーラブルなソリューションを提供する。潜在符号はH.265コーデックによって符号化され、レートスケーラブルなビットストリームを生成する。我々は、最適な再構成品質を維持しながら、重み付けされた2値画像の数とH.265量子化パラメータを変化させることにより、適応的なビットレート復号化を実現する。本フレームワークを実データセットと合成ベンチマークデータセットでテストし、提案方式のレートスケーラブルな特性を検証する。
"THOR-Net: End-to-end Graformer-based Realistic Two Hands and Object
  Reconstruction with Self-supervision","Realistic reconstruction of two hands interacting with objects is a new and challenging problem that is essential for building personalized Virtual and Augmented Reality environments. Graph Convolutional networks (GCNs) allow for the preservation of the topologies of hands poses and shapes by modeling them as a graph. In this work, we propose the THOR-Net which combines the power of GCNs, Transformer, and self-supervision to realistically reconstruct two hands and an object from a single RGB image. Our network comprises two stages; namely the features extraction stage and the reconstruction stage. In the features extraction stage, a Keypoint RCNN is used to extract 2D poses, features maps, heatmaps, and bounding boxes from a monocular RGB image. Thereafter, this 2D information is modeled as two graphs and passed to the two branches of the reconstruction stage. The shape reconstruction branch estimates meshes of two hands and an object using our novel coarse-to-fine GraFormer shape network. The 3D poses of the hands and objects are reconstructed by the other branch using a GraFormer network. Finally, a self-supervised photometric loss is used to directly regress the realistic textured of each vertex in the hands' meshes. Our approach achieves State-of-the-art results in Hand shape estimation on the HO-3D dataset (10.0mm) exceeding ArtiBoost (10.8mm). It also surpasses other methods in hand pose estimation on the challenging two hands and object (H2O) dataset by 5mm on the left-hand pose and 1 mm on the right-hand pose.","['Ahmed Tawfik Aboukhadra', 'Jameel Malik', 'Ahmed Elhayek', 'Nadia Robertini', 'Didier Stricker']",2022-10-25T09:18:50Z,http://arxiv.org/abs/2210.13853v1,['cs.CV'],オブジェクトと相互作用する両手のリアルな再現は、パーソナライズされた仮想現実や拡張現実の環境を構築するために不可欠な、新しく挑戦的な問題である。グラフ畳み込みネットワーク（GCN）は、手のポーズや形状をグラフとしてモデル化することで、そのトポロジーを保持することを可能にします。本研究では、1枚のRGB画像から2本の手と1つの物体をリアルに再構成するために、GCN、Transformer、および自己監視の力を組み合わせたTHOR-Netを提案する。このネットワークは、特徴抽出ステージと再構成ステージの2つのステージから構成されます。特徴抽出段階では、キーポイントRCNNを用いて、単眼RGB画像から2次元ポーズ、特徴マップ、ヒートマップ、バウンディングボックスを抽出する。その後、この2次元情報は2つのグラフとしてモデル化され、再構成段階の2つのブランチに渡される。形状再構成のブランチでは、GraFormerが開発した粗目から細目までの形状ネットワークを用いて、2つの手と1つの物体のメッシュを推定する。手と物体の3Dポーズは、GraFormerネットワークを用いてもう一方のブランチによって再構成される。最後に、自己教師付き測光損失を用いて、手のメッシュの各頂点のリアルなテクスチャを直接回帰する。我々のアプローチは、HO-3Dデータセットにおける手の形状推定において、ArtiBoost（10.8mm）を上回る最先端の結果（10.0mm）を達成した。また、難易度の高い両手と物体(H2O)データセットにおける手のポーズ推定においても、左手のポーズで5mm、右手のポーズで1mm、他の手法を上回る結果を得た。
Automated Reconstruction of 3D Open Surfaces from Sparse Point Clouds,"Real-world 3D data may contain intricate details defined by salient surface gaps. Automated reconstruction of these open surfaces (e.g., non-watertight meshes) is a challenging problem for environment synthesis in mixed reality applications. Current learning-based implicit techniques can achieve high fidelity on closed-surface reconstruction. However, their dependence on the distinction between the inside and outside of a surface makes them incapable of reconstructing open surfaces. Recently, a new class of implicit functions have shown promise in reconstructing open surfaces by regressing an unsigned distance field. Yet, these methods rely on a discretized representation of the raw data, which loses important surface details and can lead to outliers in the reconstruction. We propose IPVNet, a learning-based implicit model that predicts the unsigned distance between a surface and a query point in 3D space by leveraging both raw point cloud data and its discretized voxel counterpart. Experiments on synthetic and real-world public datasets demonstrates that IPVNet outperforms the state of the art while producing far fewer outliers in the reconstruction.","['Mohammad Samiul Arshad', 'William J. Beksi']",2022-10-26T22:02:45Z,http://arxiv.org/abs/2210.15059v2,"['cs.CV', 'cs.GR']",実世界の3Dデータには、顕著な表面の隙間によって定義される複雑な詳細が含まれている場合がある。このようなオープンサーフェス（例えば、非水密メッシュ）の自動再構成は、複合現実感アプリケーションにおける環境合成にとって困難な問題である。現在の学習ベースの暗黙的手法は、閉曲面の再構成において高い忠実度を達成することができる。しかし、それらはサーフェスの内側と外側の区別に依存しているため、開いたサーフェスを再構成することができない。最近、新しいクラスの陰関数が、符号なし距離場を回帰することで、開いた曲面の再構成に有望であることが示された。しかし、これらの方法は生データの離散化表現に依存しており、重要な表面の詳細が失われ、再構成に異常値をもたらす可能性がある。我々はIPVNetを提案する。IPVNetは、生の点群データと離散化されたボクセルデータの両方を活用することで、3次元空間における表面とクエリ点間の符号なし距離を予測する、学習ベースの暗黙的モデルである。合成データセットと実世界の公共データセットでの実験により、IPVNetが、再構成においてはるかに少ない外れ値を生成しながら、最先端の技術を上回ることを実証する。
"Shape, Pose, and Appearance from a Single Image via Bootstrapped
  Radiance Field Inversion","Neural Radiance Fields (NeRF) coupled with GANs represent a promising direction in the area of 3D reconstruction from a single view, owing to their ability to efficiently model arbitrary topologies. Recent work in this area, however, has mostly focused on synthetic datasets where exact ground-truth poses are known, and has overlooked pose estimation, which is important for certain downstream applications such as augmented reality (AR) and robotics. We introduce a principled end-to-end reconstruction framework for natural images, where accurate ground-truth poses are not available. Our approach recovers an SDF-parameterized 3D shape, pose, and appearance from a single image of an object, without exploiting multiple views during training. More specifically, we leverage an unconditional 3D-aware generator, to which we apply a hybrid inversion scheme where a model produces a first guess of the solution which is then refined via optimization. Our framework can de-render an image in as few as 10 steps, enabling its use in practical scenarios. We demonstrate state-of-the-art results on a variety of real and synthetic benchmarks.","['Dario Pavllo', 'David Joseph Tan', 'Marie-Julie Rakotosaona', 'Federico Tombari']",2022-11-21T17:42:42Z,http://arxiv.org/abs/2211.11674v2,"['cs.CV', 'cs.AI', 'cs.GR', 'cs.LG']",GANと組み合わせたニューラル放射場（NeRF）は、任意のトポロジーを効率的にモデル化できることから、単一視点からの3D再構成の分野で有望な方向性を示している。しかし、この分野での最近の研究は、ほとんどが、正確な地上真正のポーズが分かっている合成データセットに焦点を当てており、拡張現実（AR）やロボット工学のような特定の下流のアプリケーションにとって重要なポーズ推定を見落としている。本論文では、正確な真理値（ground-truth）のポーズが得られない自然画像に対して、原理的なエンドツーエンドの再構成フレームワークを紹介する。我々のアプローチは、学習中に複数のビューを利用することなく、物体の単一の画像からSDFパラメータ化された3D形状、姿勢、外観を復元する。具体的には、無条件の3D認識ジェネレータを活用し、これにハイブリッド逆変換スキームを適用する。我々のフレームワークは、わずか10ステップで画像をデレンダリングできるため、実用的なシナリオでの利用が可能である。様々な実ベンチマークと合成ベンチマークにおいて、最先端の結果を実証する。
"Shape-Net: Room Layout Estimation from Panoramic Images Robust to
  Occlusion using Knowledge Distillation with 3D Shapes as Additional Inputs","Estimating the layout of a room from a single-shot panoramic image is important in virtual/augmented reality and furniture layout simulation. This involves identifying three-dimensional (3D) geometry, such as the location of corners and boundaries, and performing 3D reconstruction. However, occlusion is a common issue that can negatively impact room layout estimation, and this has not been thoroughly studied to date. It is possible to obtain 3D shape information of rooms as drawings of buildings and coordinates of corners from image datasets, thus we propose providing both 2D panoramic and 3D information to a model to effectively deal with occlusion. However, simply feeding 3D information to a model is not sufficient to utilize the shape information for an occluded area. Therefore, we improve the model by introducing 3D Intersection over Union (IoU) loss to effectively use 3D information. In some cases, drawings are not available or the construction deviates from a drawing. Considering such practical cases, we propose a method for distilling knowledge from a model trained with both images and 3D information to a model that takes only images as input. The proposed model, which is called Shape-Net, achieves state-of-the-art (SOTA) performance on benchmark datasets. We also confirmed its effectiveness in dealing with occlusion through significantly improved accuracy on images with occlusion compared with existing models.","['Mizuki Tabata', 'Kana Kurata', 'Junichiro Tamamatsu']",2023-04-25T07:45:43Z,http://arxiv.org/abs/2304.12624v1,['cs.CV'],シングルショットのパノラマ画像から部屋のレイアウトを推定することは、バーチャル／拡張現実や家具のレイアウトシミュレーションにおいて重要である。これには、コーナーや境界の位置などの3次元（3D）ジオメトリを特定し、3D再構成を実行することが含まれる。しかし、オクルージョンは部屋のレイアウト推定に悪影響を与える一般的な問題であり、これについてはこれまで十分に研究されてこなかった。部屋の3次元形状情報は、建物の図面や角の座標として画像データセットから得ることが可能であるため、2次元パノラマ情報と3次元情報の両方をモデルに与えることで、オクルージョンに効果的に対処することを提案する。しかし、単に3次元情報をモデルに与えるだけでは、オクルージョン領域の形状情報を利用するには不十分である。そこで、3D Intersection over Union (IoU)ロスを導入することで、3D情報を効果的に利用できるようにモデルを改良する。また、図面がない場合や、図面から乖離した施工が行われる場合もある。このような実用的なケースを考慮し、画像と3D情報の両方を入力として学習させたモデルから、画像のみを入力とするモデルへと知識を抽出する手法を提案する。Shape-Netと呼ばれる提案モデルは、ベンチマークデータセットにおいて最先端の性能(SOTA)を達成した。また、既存のモデルと比較して、オクルージョンのある画像に対する精度が大幅に向上し、オクルージョンに対する有効性が確認された。
"CarGameAR: An Integrated AR Car Game Authoring Interface for
  Custom-Built Car Programed on Arduino Board","In this paper, we present CarGameAR: An Integrated AR Car Game Authoring Interface for Custom-Built Car Programed on Arduino Board. The car consists of an Arduino board, an H-bridge, and motors. The objective of the project is to create a system that can move a car in different directions using a computer application. The system uses Unity software to create a virtual environment where the user can control the car using keyboard commands. The car's motion is achieved by sending signals from the computer to the Arduino board, which then drives the motors through the H-bridge. The project provides a cost-effective and efficient way to build a car, which can be used for educational purposes, such as teaching programming. Moreover, this project is not limited to the control of the car through keyboard commands in a virtual environment. The system can be adapted to support augmented reality (AR) technology, providing an even more immersive and engaging user experience. By integrating the car with AR, the user can control the car's motion using physical gestures and movements, adding an extra layer of interactivity to the system. This makes the car an ideal platform for game development in AR, allowing the user to create driving games that blend the physical and virtual worlds seamlessly. Additionally, the car's affordability and ease of construction make it an accessible and valuable tool for teaching programming and principles in a fun and interactive way. Overall, this project demonstrates the versatility and potential of the car system, highlighting the various applications and possibilities it offers for both education and entertainment.","['Dang Bui', 'Wanwan Li', 'Hong Huang']",2023-04-28T20:36:24Z,http://arxiv.org/abs/2305.00084v1,['cs.HC'],本論文では、CarGameAR: Arduinoボード上でプログラムされたカスタムカー用の統合ARカーゲームオーサリングインタフェースを紹介する。CarGameARは、Arduinoボード、Hブリッジ、モーターから構成される。このプロジェクトの目的は、コンピュータ・アプリケーションを使って車を様々な方向に動かすことができるシステムを作ることである。このシステムでは、Unityソフトウェアを使って仮想環境を作り、ユーザーがキーボード・コマンドを使って車を操作できるようにする。車の動きは、コンピューターからArduinoボードに信号を送り、ArduinoボードがHブリッジを介してモーターを駆動することで実現される。このプロジェクトは、費用対効果が高く効率的な車の製作方法を提供し、プログラミング教育などの教育目的にも利用できる。さらに、このプロジェクトは、仮想環境でのキーボード・コマンドによる車の制御に限定されるものではない。システムは拡張現実（AR）技術に対応させることができ、より没入的で魅力的なユーザー体験を提供することができる。車をARと統合することで、ユーザーは物理的なジェスチャーや動きを使って車の動きをコントロールすることができ、システムにインタラクティブなレイヤーを追加することができる。このため、ARでのゲーム開発にとって理想的なプラットフォームとなり、ユーザーは物理的な世界とバーチャルな世界をシームレスに融合させたドライビングゲームを作成することができる。さらに、このクルマは手頃な価格で簡単に製作できるため、楽しくインタラクティブな方法でプログラミングや原理を教えるための身近で貴重なツールにもなる。全体として、このプロジェクトはカーシステムの多用途性と可能性を実証し、教育とエンターテインメントの両面でカーシステムが提供するさまざまな用途と可能性を強調している。
