title,summary,authors,published,link,category
"Augmented Reality's Potential for Identifying and Mitigating Home
  Privacy Leaks","Users face various privacy risks in smart homes, yet there are limited ways
for them to learn about the details of such risks, such as the data practices
of smart home devices and their data flow. In this paper, we present Privacy
Plumber, a system that enables a user to inspect and explore the privacy
""leaks"" in their home using an augmented reality tool. Privacy Plumber allows
the user to learn and understand the volume of data leaving the home and how
that data may affect a user's privacy -- in the same physical context as the
devices in question, because we visualize the privacy leaks with augmented
reality. Privacy Plumber uses ARP spoofing to gather aggregate network traffic
information and presents it through an overlay on top of the device in an
smartphone app. The increased transparency aims to help the user make privacy
decisions and mend potential privacy leaks, such as instruct Privacy Plumber on
what devices to block, on what schedule (i.e., turn off Alexa when sleeping),
etc. Our initial user study with six participants demonstrates participants'
increased awareness of privacy leaks in smart devices, which further
contributes to their privacy decisions (e.g., which devices to block).","['Stefany Cruz', 'Logan Danek', 'Shinan Liu', 'Christopher Kraemer', 'Zixin Wang', 'Nick Feamster', 'Danny Yuxing Huang', 'Yaxing Yao', 'Josiah Hester']",2023-01-27T21:36:23Z,http://arxiv.org/abs/2301.11998v1,['cs.CR']
"Task-oriented and Semantics-aware Communication Framework for
  Avatar-centric Augmented Reality","Upon the advent of the emerging metaverse and its related applications in
Augmented Reality (AR), the current bit-oriented network struggles to support
real-time changes for the vast amount of associated information, hindering its
development. Thus, a critical revolution in the Sixth Generation (6G) networks
is envisioned through the joint exploitation of information context and its
importance to the task, leading to a communication paradigm shift towards
semantic and effectiveness levels. However, current research has not yet
proposed any explicit and systematic communication framework for AR
applications that incorporate these two levels. To fill this research gap, this
paper presents a task-oriented and semantics-aware communication framework for
augmented reality (TSAR) to enhance communication efficiency and effectiveness
in 6G. Specifically, we first analyse the traditional wireless AR point cloud
communication framework and then summarize our proposed semantic information
along with the end-to-end wireless communication. We then detail the design
blocks of the TSAR framework, covering both semantic and effectiveness levels.
Finally, numerous experiments have been conducted to demonstrate that, compared
to the traditional point cloud communication framework, our proposed TSAR
significantly reduces wireless AR application transmission latency by 95.6%,
while improving communication effectiveness in geometry and color aspects by up
to 82.4% and 20.4%, respectively.","['Zhe Wang', 'Yansha Deng', 'A. Hamid Aghvami']",2023-06-27T13:41:54Z,http://arxiv.org/abs/2306.15470v3,"['cs.IT', 'math.IT']"
"That Doesn't Go There: Attacks on Shared State in Multi-User Augmented
  Reality Applications","Augmented Reality (AR) is expected to become a pervasive component in
enabling shared virtual experiences. In order to facilitate collaboration among
multiple users, it is crucial for multi-user AR applications to establish a
consensus on the ""shared state"" of the virtual world and its augmentations,
through which they interact within augmented reality spaces. Current methods to
create and access shared state collect sensor data from devices (e.g., camera
images), process them, and integrate them into the shared state. However, this
process introduces new vulnerabilities and opportunities for attacks.
Maliciously writing false data to ""poison"" the shared state is a major concern
for the security of the downstream victims that depend on it. Another type of
vulnerability arises when reading the shared state; by providing false inputs,
an attacker can view hologram augmentations at locations they are not allowed
to access. In this work, we demonstrate a series of novel attacks on multiple
AR frameworks with shared states, focusing on three publicly-accessible
frameworks. We show that these frameworks, while using different underlying
implementations, scopes, and mechanisms to read from and write to the shared
state, have shared vulnerability to a unified threat model. Our evaluation of
these state-of-art AR applications demonstrates reliable attacks both on
updating and accessing shared state across the different systems. To defend
against such threats, we discuss a number of potential mitigation strategies
that can help enhance the security of multi-user AR applications.","['Carter Slocum', 'Yicheng Zhang', 'Erfan Shayegani', 'Pedram Zaree', 'Nael Abu-Ghazaleh', 'Jiasi Chen']",2023-08-17T18:33:23Z,http://arxiv.org/abs/2308.09146v2,['cs.CR']
Virtual Augmented Reality for Atari Reinforcement Learning,"Reinforcement Learning (RL) has achieved significant milestones in the gaming
domain, most notably Google DeepMind's AlphaGo defeating human Go champion Ken
Jie. This victory was also made possible through the Atari Learning Environment
(ALE): The ALE has been foundational in RL research, facilitating significant
RL algorithm developments such as AlphaGo and others. In current Atari video
game RL research, RL agents' perceptions of its environment is based on raw
pixel data from the Atari video game screen with minimal image preprocessing.
Contrarily, cutting-edge ML research, external to the Atari video game RL
research domain, is focusing on enhancing image perception. A notable example
is Meta Research's ""Segment Anything Model"" (SAM), a foundation model capable
of segmenting images without prior training (zero-shot). This paper addresses a
novel methodical question: Can state-of-the-art image segmentation models such
as SAM improve the performance of RL agents playing Atari video games? The
results suggest that SAM can serve as a ""virtual augmented reality"" for the RL
agent, boosting its Atari video game playing performance under certain
conditions. Comparing RL agent performance results from raw and augmented pixel
inputs provides insight into these conditions. Although this paper was limited
by computational constraints, the findings show improved RL agent performance
for augmented pixel inputs and can inform broader research agendas in the
domain of ""virtual augmented reality for video game playing RL agents"".",['Christian A. Schiller'],2023-10-12T19:42:42Z,http://arxiv.org/abs/2310.08683v1,"['cs.LG', 'cs.AI']"
"Augmented Voices: An Augmented Reality Experience Highlighting the
  Social Injustices of Gender-Based Violence in the Muslim South-Asian Diaspora","This paper delves into the distressing prevalence of gender-based violence
(GBV) and its deep-seated psychological ramifications, particularly among
Muslim South Asian women living in diasporic communities. Despite the gravity
of GBV, these women often face formidable barriers in voicing their experiences
and accessing support. ""Augmented Voices"" emerges as a technological beacon,
harnessing the potential of augmented reality (AR) to bridge the digital and
physical realms through mobile devices, enhancing the visibility of these
often-silenced voices. With its technological motivation firmly anchored in the
convergence of AR and real-world interactions, ""Augmented Voices"" offers a
digital platform where storytelling acts as a catalyst, bringing to the fore
the experiences shared by these women. By superimposing their narratives onto
physical locations via Geographic Information System (GIS) Mapping, the
application ""augments their voices"" in the diaspora, providing a conduit for
expression and solidarity. This project, currently at its developmental stage,
aspires to elevate the stories of GBV victims to a level where their struggles
are not just heard but felt, forging a powerful connection between the user and
the narrative. It is designed to transcend the limitations of conventional
storytelling, creating an ""augmented"" reality where voices that are often muted
by societal constraints can resonate powerfully. The project underscores the
urgent imperative to confront GBV, catalyzing societal transformation and
fostering robust support networks for those in the margins. It is a pioneering
example of how technology can become a formidable ally in the fight for social
justice and the empowerment of the oppressed. Additionally, this paper delves
into the AR workflow illustrating its relevance and contribution to the broader
theme of site-specific AR for social justice.",['Hamida Khatri'],2024-04-23T17:17:52Z,http://arxiv.org/abs/2404.15239v1,"['cs.HC', 'cs.ET']"
AIR: Anywhere Immersive Reality with User-Perspective Projection,"Projection-based augmented reality (AR) has much potential, but is limited in
that it requires burdensome installations and prone to geometric distortions on
display surface. To overcome these limitations, we propose AIR. It can be
carried and placed anywhere to project AR using pan/tilting motors, while
providing the user with distortion-free projection of a correct 3D view.","['JungHyun Byun', 'SeungHo Chae', 'YoonSik Yang', 'TackDon Han']",2018-12-01T17:54:36Z,http://arxiv.org/abs/1812.00233v1,['cs.GR']
"Augmented Reality, Cyber-Physical Systems, and Feedback Control for
  Additive Manufacturing: A Review","Our objective in this paper is to review the application of feedback ideas in
the area of additive manufacturing. Both the application of feedback control to
the 3D printing process, and the application of feedback theory to enable users
to interact better with machines, are reviewed. Where appropriate,
opportunities for future work are highlighted.","['Hugo Lhachemi', 'Ammar Malik', 'Robert Shorten']",2019-03-05T13:21:44Z,http://arxiv.org/abs/1903.01808v1,"['cs.HC', 'cs.SY']"
Recent Advances in 3D Object and Hand Pose Estimation,"3D object and hand pose estimation have huge potentials for Augmented
Reality, to enable tangible interfaces, natural interfaces, and blurring the
boundaries between the real and virtual worlds. In this chapter, we present the
recent developments for 3D object and hand pose estimation using cameras, and
discuss their abilities and limitations and the possible future development of
the field.",['Vincent Lepetit'],2020-06-10T16:25:28Z,http://arxiv.org/abs/2006.05927v1,['cs.CV']
"Ergonomic-Centric Holography: Optimizing Realism,Immersion, and Comfort
  for Holographic Display","We introduce ergonomic-centric holography, an algorithmic framework that
simultaneously optimizes for realistic incoherent defocus, unrestricted pupil
movements in the eye box, and high-order diffractions for filtering-free
holography. The proposed method outperforms prior algorithms on holographic
display prototypes operating in unfiltered and pupil-mimicking modes, offering
the potential to enhance next-generation virtual and augmented reality
experiences.","['Liang Shi', 'DongHun Ryu', 'Wojciech Matusik']",2023-06-13T21:08:05Z,http://arxiv.org/abs/2306.08138v2,"['cs.GR', 'physics.optics']"
Ubiquitous Talker: Spoken Language Interaction with Real World Objects,"Augmented reality is a research area that tries to embody an electronic
information space within the real world, through computational devices. A
crucial issue within this area, is the recognition of real world objects or
situations.
  In natural language processing, it is much easier to determine
interpretations of utterances, even if they are ill-formed, when the context or
situation is fixed. We therefore introduce robust, natural language processing
into a system of augmented reality with situation awareness. Based on this
idea, we have developed a portable system, called the Ubiquitous Talker. This
consists of an LCD display that reflects the scene at which a user is looking
as if it is a transparent glass, a CCD camera for recognizing real world
objects with color-bar ID codes, a microphone for recognizing a human voice and
a speaker which outputs a synthesized voice. The Ubiquitous Talker provides its
user with some information related to a recognized object, by using the display
and voice. It also accepts requests or questions as voice inputs. The user
feels as if he/she is talking with the object itself through the system.","['Katashi Nagao', 'Jun Rekimoto']",1995-05-23T07:14:19Z,http://arxiv.org/abs/cmp-lg/9505038v1,"['cmp-lg', 'cs.CL']"
"Towards Quality of Experience Determination for Video in Augmented
  Binocular Vision Scenarios","With the continuous growth in the consumer markets of mobile smartphones and
increasingly in augmented reality wearable devices, several avenues of research
investigate the relationships between the quality perceived by mobile users and
the delivery mechanisms at play to support a high quality of experience for
mobile users. In this paper, we present the first study that evaluates the
relationships of mobile movie quality and the viewer-perceived quality thereof
in an augmented reality setting with see-through devices. We find that
participants tend to overestimate the video quality and exhibit a significant
variation of accuracy that leans onto the movie content and its dynamics. Our
findings, thus, can broadly impact future media adaptation and delivery
mechanisms for this new display format of mobile multimedia.",['Patrick Seeling'],2014-06-04T00:14:06Z,http://arxiv.org/abs/1406.0912v3,"['cs.MM', 'cs.HC']"
When Augmented Reality Meets Big Data,"With computing and sensing woven into the fabric of everyday life, we live in
an era where we are awash in a flood of data from which we can gain rich
insights. Augmented reality (AR) is able to collect and help analyze the
growing torrent of data about user engagement metrics within our personal
mobile and wearable devices. This enables us to blend information from our
senses and the digitalized world in a myriad of ways that was not possible
before. AR and big data have a logical maturity that inevitably converge them.
The tread of harnessing AR and big data to breed new interesting applications
is starting to have a tangible presence. In this paper, we explore the
potential to capture value from the marriage between AR and big data
technologies, following with several challenges that must be addressed to fully
realize this potential.","['Zhanpeng Huang', 'Pan Hui', 'Christoph Peylo']",2014-07-27T13:21:10Z,http://arxiv.org/abs/1407.7223v1,"['cs.DB', 'cs.MM', 'cs.SI', 'H.5.1']"
"WalkieLokie: Relative Positioning for Augmented Reality Using a Dummy
  Acoustic Speaker","We propose and implement a novel relative positioning system, WalkieLokie, to
enable more kinds of Augmented Reality applications, e.g., virtual shopping
guide, virtual business card sharing. WalkieLokie calculates the distance and
direction between an inquiring user and the corresponding target. It only
requires a dummy speaker binding to the target and broadcasting inaudible
acoustic signals. Then the user walking around can obtain the position using a
smart device. The key insight is that when a user walks, the distance between
the smart device and the speaker changes; and the pattern of displacement
(variance of distance) corresponds to the relative position. We use a
second-order phase locked loop to track the displacement and further estimate
the position. To enhance the accuracy and robustness of our strategy, we
propose a synchronization mechanism to synthesize all estimation results from
different timeslots. We show that the mean error of ranging and direction
estimation is 0.63m and 2.46 degrees respectively, which is accurate even in
case of virtual business card sharing. Furthermore, in the shopping mall where
the environment is quite severe, we still achieve high accuracy of positioning
one dummy speaker, and the mean position error is 1.28m.","['Wenchao Huang', 'Yan Xiong', 'Xiang-Yang Li', 'Yiqing Hu', 'Xufei Mao', 'Panlong Yang']",2015-08-22T08:15:04Z,http://arxiv.org/abs/1508.05477v1,['cs.CY']
Immersive Augmented Reality Training for Complex Manufacturing Scenarios,"In the complex manufacturing sector a considerable amount of resources are
focused on developing new skills and training workers. In that context,
increasing the effectiveness of those processes and reducing the investment
required is an outstanding issue. In this paper we present an experiment that
shows how modern Human Computer Interaction (HCI) metaphors such as
collaborative mixed-reality can be used to transmit procedural knowledge and
could eventually replace other forms of face-to-face training. We implement a
real-time Immersive Augmented Reality (IAR) setup with see-through cameras that
allows for collaborative interactions that can simulate conventional forms of
training. The obtained results indicate that people who took the IAR training
achieved the same performance than people in the conventional face-to-face
training condition. These results, their implications for future training and
the use of HCI paradigms in this context are discussed in this paper.","['Mar Gonzalez-Franco', 'Julio Cermeron', 'Katie Li', 'Rodrigo Pizarro', 'Jacob Thorn', 'Windo Hutabarat', 'Ashutosh Tiwari', 'Pablo Bermell-Garcia']",2016-02-05T07:50:25Z,http://arxiv.org/abs/1602.01944v2,['cs.HC']
"3D Character Customization for Non-Professional Users in Handheld
  Augmented Reality","In gaming, customizing individual characters, can create personal bonds
between players and their characters. Hence, character customization is a
standard component in many games. While mobile Augmented Reality (AR) games
become popular, to date, no 3D character editor for AR games exists. We
investigate the feasibility of 3D character customization for smartphone-based
AR in an iterative design process.
  Specifically, we present findings from creating AR prototypes in a handheld
AR setting. In a first user study, we found that a tangible AR prototype
resulted in higher hedonistic measures than a camera-based approach. In a
follow up study, we compared the tangible AR prototype with a non-AR
touchscreen version for selection, scaling, translation and rotation tasks in a
3D character customization setting. The tangible AR version resulted in
significantly better results for stimulation and novelty measures than the
non-AR version. At the same time, it maintained a proficient level in pragmatic
measures such as accuracy and efficiency.","['Iris Seidinger', 'Jens Grubert']",2016-07-22T08:00:55Z,http://arxiv.org/abs/1607.06587v1,"['cs.HC', 'H.5.1']"
"Towards an Understanding of the Effects of Augmented Reality Games on
  Disaster Management","Location-based augmented reality games have entered the mainstream with the
nearly overnight success of Niantic's Pok\'emon Go. Unlike traditional video
games, the fact that players of such games carry out actions in the external,
physical world to accomplish in-game objectives means that the large-scale
adoption of such games motivate people, en masse, to do things and go places
they would not have otherwise done in unprecedented ways. The social
implications of such mass-mobilisation of individual players are, in general,
difficult to anticipate or characterise, even for the short-term. In this work,
we focus on disaster relief, and the short- and long-term implications that a
proliferation of AR games like Pok\'emon Go, may have in disaster-prone regions
of the world. We take a distributed cognition approach and focus on one natural
disaster-prone region of New Zealand, the city of Wellington.",['Markus Luczak-Roesch'],2017-02-21T22:52:43Z,http://arxiv.org/abs/1702.06610v1,"['cs.CY', 'cs.HC']"
"Semantic Augmented Reality Environment with Material-Aware Physical
  Interactions","In Augmented Reality (AR) environment, realistic interactions between the
virtual and real objects play a crucial role in user experience. Much of recent
advances in AR has been largely focused on developing geometry-aware
environment, but little has been done in dealing with interactions at the
semantic level. High-level scene understanding and semantic descriptions in AR
would allow effective design of complex applications and enhanced user
experience. In this paper, we present a novel approach and a prototype system
that enables the deeper understanding of semantic properties of the real world
environment, so that realistic physical interactions between the real and the
virtual objects can be generated. A material-aware AR environment has been
created based on the deep material learning using a fully convolutional network
(FCN). The state-of-the-art dense Simultaneous Localisation and Mapping (SLAM)
has been used for the semantic mapping. Together with efficient accelerated 3D
ray casting, natural and realistic physical interactions are generated for
interactive AR games. Our approach has significant impact on the future
development of advanced AR systems and applications.","['Long Chen', 'Karl Francis', 'Wen Tang']",2017-08-03T16:52:14Z,http://arxiv.org/abs/1708.01208v3,"['cs.CV', 'cs.GT']"
"VisAR: Bringing Interactivity to Static Data Visualizations through
  Augmented Reality","Static visualizations have analytic and expressive value. However, many
interactive tasks cannot be completed using static visualizations. As datasets
grow in size and complexity, static visualizations start losing their analytic
and expressive power for interactive data exploration. Despite this limitation
of static visualizations, there are still many cases where visualizations are
limited to being static (e.g., visualizations on presentation slides or
posters). We believe in many of these cases, static visualizations will benefit
from allowing users to perform interactive tasks on them. Inspired by the
introduction of numerous commercial personal augmented reality (AR) devices, we
propose an AR solution that allows interactive data exploration of datasets on
static visualizations. In particular, we present a prototype system named VisAR
that uses the Microsoft Hololens to enable users to complete interactive tasks
on static visualizations.","['Taeheon Kim', 'Bahador Saket', 'Alex Endert', 'Blair MacIntyre']",2017-08-04T04:54:24Z,http://arxiv.org/abs/1708.01377v1,['cs.HC']
"Distributed Augmented Reality with 3D Lung Dynamics -- A Planning Tool
  Concept","Augmented Reality (AR) systems add visual information to the world by using
advanced display techniques. The advances in miniaturization and reduced costs
make some of these systems feasible for applications in a wide set of fields.
We present a potential component of the cyber infrastructure for the operating
room of the future; a distributed AR based software-hardware system that allows
real-time visualization of 3D lung dynamics superimposed directly on the
patient's body. Several emergency events (e.g. closed and tension pneumothorax)
and surgical procedures related to the lung (e.g. lung transplantation, lung
volume reduction surgery, surgical treatment of lung infections, lung cancer
surgery) could benefit from the proposed prototype.","['Felix G. Hamza-Lup', 'Anand P. Santhanam', 'Celina Imielinska', 'Sanford Meeks', 'Jannick P. Rolland']",2018-11-29T04:10:23Z,http://arxiv.org/abs/1811.11953v1,"['cs.DC', 'cs.HC']"
Recognizing and tracking outdoor objects by using ARToolKit markers,"We created an augmented reality platform for spatial exploration that
recognizes buildings facades and displays various multimedia for different time
points. In order to provide the user with the best user experience fast
recognition and stable tracking are the key elements of any augmented reality
app. In an outdoor environment, lighting, reflective surfaces and occlusion can
drastically affect the user experience. In a setup where these conditions are
similar, marker creation methodology and the app parameters are key. In this
paper we focus on resizing the photo prior marker creating and the importance
of camera calibration and resolution and their effect on the recognition speed
and quality of tracking outdoor objects.","['Blagoj Nenovski', 'Igor Nedelkovski']",2020-01-04T12:56:59Z,http://arxiv.org/abs/2001.01073v1,['cs.HC']
"Unleashing the Potentials of Immersive Augmented Reality for Software
  Engineering","In immersive augmented reality (IAR), users can wear a head-mounted display
to see computer-generated images superimposed to their view of the world. IAR
was shown to be beneficial across several domains, e.g., automotive, medicine,
gaming and engineering, with positive impacts on, e.g., collaboration and
communication. We think that IAR bears a great potential for software
engineering but, as of yet, this research area has been neglected. In this
vision paper, we elicit potentials and obstacles for the use of IAR in software
engineering. We identify possible areas that can be supported with IAR
technology by relating commonly discussed IAR improvements to typical software
engineering tasks. We further demonstrate how innovative use of IAR technology
may fundamentally improve typical activities of a software engineer through a
comprehensive series of usage scenarios outlining practical application.
Finally, we reflect on current limitations of IAR technology based on our
scenarios and sketch research activities necessary to make our vision a
reality. We consider this paper to be relevant to academia and industry alike
in guiding the steps to innovative research and applications for IAR in
software engineering.","['Leonel Merino', 'Mircea Lungu', 'Christoph Seidl']",2020-01-05T12:22:28Z,http://arxiv.org/abs/2001.01223v1,"['cs.SE', 'cs.HC']"
"Developing an Augmented Reality Tourism App through User-Centred Design
  (Extended Version)","Augmented Reality (AR) bridges the gap between the physical and virtual
world. Through overlaying graphics on natural environments, users can immerse
themselves in a tailored environment. This offers great benefits to mobile
tourism, where points of interest (POIs) can be annotated on a smartphone
screen. While a variety of apps currently exist, usability issues can
discourage users from embracing AR. Interfaces can become cluttered with icons,
with POI occlusion posing further challenges. In this paper, we use
user-centred design (UCD) to develop an AR tourism app. We solicit requirements
through a synthesis of domain analysis, tourist observation and semi-structured
interviews. Whereas previous user-centred work has designed mock-ups, we
iteratively develop a full Android app. This includes overhead maps and route
navigation, in addition to a detailed AR browser. The final product is
evaluated by 20 users, who participate in a tourism task in a UK city. Users
regard the system as usable and intuitive, and suggest the addition of further
customisation. We finish by critically analysing the challenges of a
user-centred methodology.","['Meredydd Williams', 'Kelvin K. K. Yao', 'Jason R. C. Nurse']",2020-01-29T23:35:32Z,http://arxiv.org/abs/2001.11131v1,"['cs.HC', 'cs.CY', 'cs.GR', 'cs.SE']"
Multi-layer Visualization for Medical Mixed Reality,"Medical Mixed Reality helps surgeons to contextualize intraoperative data
with video of the surgical scene. Nonetheless, the surgical scene and
anatomical target are often occluded by surgical instruments and surgeon hands.
In this paper and to our knowledge, we propose a multi-layer visualization in
Medical Mixed Reality solution which subtly improves a surgeon's visualization
by making transparent the occluding objects. As an example scenario, we use an
augmented reality C-arm fluoroscope device. A video image is created using a
volumetric-based image synthesization technique and stereo-RGBD cameras mounted
on the C-arm. From this synthesized view, the background which is occluded by
the surgical instruments and surgeon hands is recovered by modifying the
volumetric-based image synthesization technique. The occluding objects can,
therefore, become transparent over the surgical scene. Experimentation with
different augmented reality scenarios yield results demonstrating that the
background of the surgical scenes can be recovered with accuracy between
45%-99%. In conclusion, we presented a solution that a Mixed Reality solution
for medicine, providing transparency to objects occluding the surgical scene.
This work is also the first application of volumetric field for Diminished
Reality/ Mixed Reality.","['Séverine Habert', 'Ma Meng', 'Pascal Fallavollita', 'Nassir Navab']",2017-09-26T12:13:01Z,http://arxiv.org/abs/1709.08962v1,['cs.CV']
"ToARist: An Augmented Reality Tourism App created through User-Centred
  Design","Through Augmented Reality (AR), virtual graphics can transform the physical
world. This offers benefits to mobile tourism, where points of interest (POIs)
can be annotated on a smartphone screen. Although several of these applications
exist, usability issues can discourage adoption. User-centred design (UCD)
solicits frequent feedback, often contributing to usable products. While AR
mock-ups have been constructed through UCD, we develop a novel and functional
tourism app. We solicit requirements through a synthesis of domain analysis,
tourist observation and semi-structured interviews. Through four rounds of
iterative development, users test and refine the app. The final product, dubbed
ToARist, is evaluated by 20 participants, who engage in a tourism task around a
UK city. Users regard the system as usable, but find technical issues can
disrupt AR. We finish by reflecting on our design and critiquing the challenges
of a strict user-centred methodology.","['Meredydd Williams', 'Kelvin K. K. Yao', 'Jason R. C. Nurse']",2018-07-16T09:44:54Z,http://arxiv.org/abs/1807.05759v1,['cs.HC']
"The Problems of Personnel Training for STEM Education in the Modern
  Innovative Learning and Research Environment","The aim of the article is to describe the problems of personnel training that
arise in view of extension of the STEM approach to education, development of
innovative technologies, in particular, virtualization, augmented reality, the
use of ICT outsourcing in educational systems design. The object of research is
the process of formation and development of the educational and scientific
envi- ronment of educational institution. The subject of the study is the
formation and development of the cloud-based learning and research environment
for STEM education. The methods of research are: the analysis of publications
on the prob- lem, generalization of domestic and foreign experience,
theoretical analysis, sys- tem analysis, systematization and generalization of
research facts and laws for the development and design of the model of the
cloud-based learning environ- ment, substantiation of the main conclusions. The
results of the research are the next: the concepts and the model of the
cloud-based environment of STEM edu- cation is substantiated, the problems of
personnel training at the present stage are outlined.",['Mariya Shyshkina'],2018-07-23T12:36:17Z,http://arxiv.org/abs/1807.08562v1,['cs.CY']
"Dynamic Environment Mapping for Augmented Reality Applications on Mobile
  Devices","Augmented Reality is a topic of foremost interest nowadays. Its main goal is
to seamlessly blend virtual content in real-world scenes. Due to the lack of
computational power in mobile devices, rendering a virtual object with
high-quality, coherent appearance and in real-time, remains an area of active
research. In this work, we present a novel pipeline that allows for coupled
environment acquisition and virtual object rendering on a mobile device
equipped with a depth sensor. While keeping human interaction to a minimum, our
system can scan a real scene and project it onto a two-dimensional environment
map containing RGB+Depth data. Furthermore, we define a set of criteria that
allows for an adaptive update of the environment map to account for dynamic
changes in the scene. Then, under the assumption of diffuse surfaces and
distant illumination, our method exploits an analytic expression for the
irradiance in terms of spherical harmonic coefficients, which leads to a very
efficient rendering algorithm. We show that all the processes in our pipeline
can be executed while maintaining an average frame rate of 31Hz on a mobile
device.","['Rafael Monroy', 'Matis Hudon', 'Aljosa Smolic']",2018-09-21T14:10:55Z,http://arxiv.org/abs/1809.08134v1,['cs.CV']
An Edge-Computing Based Architecture for Mobile Augmented Reality,"In order to mitigate the long processing delay and high energy consumption of
mobile augmented reality (AR) applications, mobile edge computing (MEC) has
been recently proposed and is envisioned as a promising means to deliver better
quality of experience (QoE) for AR consumers. In this article, we first present
a comprehensive AR overview, including the indispensable components of general
AR applications, fashionable AR devices, and several existing techniques for
overcoming the thorny latency and energy consumption problems. Then, we propose
a novel hierarchical computation architecture by inserting an edge layer
between the conventional user layer and cloud layer. Based on the proposed
architecture, we further develop an innovated operation mechanism to improve
the performance of mobile AR applications. Three key technologies are also
discussed to further assist the proposed AR architecture. Simulation results
are finally provided to verify that our proposals can significantly improve the
latency and energy performance as compared against existing baseline schemes.","['Jinke Ren', 'Yinghui He', 'Guan Huang', 'Guanding Yu', 'Yunlong Cai', 'Zhaoyang Zhang']",2018-10-05T03:53:10Z,http://arxiv.org/abs/1810.02509v2,"['cs.IT', 'math.IT']"
"Exploring Stereovision-Based 3-D Scene Reconstruction for Augmented
  Reality","Three-dimensional (3-D) scene reconstruction is one of the key techniques in
Augmented Reality (AR), which is related to the integration of image processing
and display systems of complex information. Stereo matching is a computer
vision based approach for 3-D scene reconstruction. In this paper, we explore
an improved stereo matching network, SLED-Net, in which a Single Long
Encoder-Decoder is proposed to replace the stacked hourglass network in PSM-Net
for better contextual information learning. We compare SLED-Net to
state-of-the-art methods recently published, and demonstrate its superior
performance on Scene Flow and KITTI2015 test sets.","['Guang-Yu Nie', 'Yun Liu', 'Cong Wang', 'Yue Liu', 'Yongtian Wang']",2019-02-17T13:09:16Z,http://arxiv.org/abs/1902.06255v1,['cs.CV']
"Development of Head-Mounted Projection Displays for Distributed,
  Collaborative, Augmented Reality Applications","Distributed systems technologies supporting 3D visualization and social
collaboration will be increasing in frequency and type over time. An emerging
type of head-mounted display referred to as the head-mounted projection display
(HMPD) was recently developed that only requires ultralight optics (i.e., less
than 8 g per eye) that enables immersive multiuser, mobile augmented reality 3D
visualization, as well as remote 3D collaborations. In this paper a review of
the development of lightweight HMPD technology is provided, together with
insight into what makes this technology timely and so unique. Two novel
emerging HMPD-based technologies are then described: a teleportal HMPD(T-HMPD)
enabling face-to-face communication and visualization of shared 3D virtual
objects, and a mobile HMPD (M-HMPD) designed for outdoor wearable visualization
and communication. Finally, the use of HMPD in medical visualization and
training, as well as in infospaces, two applications developed in the ODA and
MIND labs respectively, are discussed.","['Jannick P. Rolland', 'Frank Biocca', 'Felix G. Hamza-Lup', 'Yanggang Ha', 'Ricardo Martins']",2019-02-20T20:32:51Z,http://arxiv.org/abs/1902.07769v1,['cs.HC']
Instant Motion Tracking and Its Applications to Augmented Reality,"Augmented Reality (AR) brings immersive experiences to users. With recent
advances in computer vision and mobile computing, AR has scaled across
platforms, and has increased adoption in major products. One of the key
challenges in enabling AR features is proper anchoring of the virtual content
to the real world, a process referred to as tracking. In this paper, we present
a system for motion tracking, which is capable of robustly tracking planar
targets and performing relative-scale 6DoF tracking without calibration. Our
system runs in real-time on mobile phones and has been deployed in multiple
major products on hundreds of millions of devices.","['Jianing Wei', 'Genzhi Ye', 'Tyler Mullen', 'Matthias Grundmann', 'Adel Ahmadyan', 'Tingbo Hou']",2019-07-16T00:13:09Z,http://arxiv.org/abs/1907.06796v1,['cs.CV']
"EyeSec: A Retrofittable Augmented Reality Tool for Troubleshooting
  Wireless Sensor Networks in the Field","Wireless Sensor Networks (WSNs) often lack interfaces for remote debugging.
Thus, fault diagnosis and troubleshooting are conducted at the deployment site.
Currently, WSN operators lack dedicated tools that aid them in this process.
Therefore, we introduce EyeSec, a tool for WSN monitoring and maintenance in
the field. An Augmented Reality Device (AR Device) identifies sensor nodes
using optical markers. Portable Sniffer Units capture network traffic and
extract information. With those data, the AR Device network topology and data
flows between sensor nodes are visualized. Unlike previous tools, EyeSec is
fully portable, independent of any given infrastructure and does not require
dedicated and expensive AR hardware. Using passive inspection only, it can be
retrofitted to already deployed WSNs. We implemented a proof of concept on
low-cost embedded hardware and commodity smart phones and demonstrate the usage
of EyeSec within a WSN test bed using the 6LoWPAN transmission protocol.","['Martin Striegel', 'Carsten Rolfes', 'Johann Heyszl', 'Fabian Helfert', 'Maximilian Hornung', 'Georg Sigl']",2019-07-08T14:11:49Z,http://arxiv.org/abs/1907.12364v1,"['cs.NI', 'cs.CR', 'cs.HC', 'H.4.m; H.5.2; C.2.3; C.2.4']"
